group,geography,convention,passthrough,decile,tenure,households,income_dollars,federal_dollars,state_local_dollars,total_dollars,per_household,share_of_income,note
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,4,owner,6332146.11438108,275342556996.8819,7722314.649333618,6491030963.156371,6498753277.805705,1026.3113264310564,0.02360242945618937,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,4,renter,5241493.7946272,226817732759.5499,7834576.830321588,4415249076.303737,4423083653.134058,843.8593703321648,0.01950060781986116,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,5,no_cash_rent,126248.43665238,7038463370.036355,312716.5046435831,133532316.77077459,133845033.27541818,1060.1718074652688,0.019016229287377374,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,5,owner,7080665.79356858,389748433090.511,13979704.114206411,8612161051.201714,8626140755.31592,1218.2668984534062,0.022132586106671216,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,5,renter,4513138.78272012,247469691969.17874,10398640.599800074,4559997163.980416,4570395804.580216,1012.6867407843345,0.018468507267344232,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,6,no_cash_rent,107958.64864836,7286984606.846871,315939.46042500774,132189750.59289609,132505690.0533211,1227.3744782126262,0.018183884995285754,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,6,owner,7981122.95739667,546982394783.4121,22037057.45356709,11386462622.439459,11408499679.893026,1429.4353991025741,0.020857160648489307,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,6,renter,3630667.80053183,247274484812.6564,11638933.204708973,4267522102.3576555,4279161035.5623646,1178.615414755253,0.01730530765761944,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,7,no_cash_rent,117997.58214996,10193433624.797731,490245.51452877425,166760817.06182823,167251062.576357,1417.4109293510953,0.01640772567248416,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,7,owner,8706115.463583,748529647605.4202,34633618.91667096,15103585785.765104,15138219404.681776,1738.8029676385254,0.02022394096627918,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,7,renter,2896756.82455565,246849226458.5552,12444497.454648295,4127471001.9334826,4139915499.388131,1429.1553451412603,0.016771028853449547,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,354208.45272175135,111262486.9038324,111616695.35655415,1793.3795964939347,0.01681849566088384,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,owner,9246885.02559548,1003692459222.6896,53454583.24658602,19408548961.047207,19462003544.293793,2104.7091523710687,0.019390405263546722,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,8,renter,2408756.36581163,260644823806.39993,15787782.194391279,4438090287.582883,4453878069.777274,1849.036346304181,0.01708792066051347,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,605060.9079939997,201055880.7606754,201660941.6686694,2671.061078809622,0.018124858742960034,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,owner,9934650.23751075,1430397687319.1619,88641631.74984203,28065054421.5835,28153696053.333344,2833.889002657793,0.019682425595988443,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,9,renter,1710810.32279,240092630970.3849,15798390.877877457,4201863467.902164,4217661858.780041,2465.300683889873,0.017566810950146505,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,966513.3225433229,277955294.35745335,278921807.67999667,6086.358063107874,0.025464741386816404,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,owner,10356566.04611519,2899430994705.913,226806062.28211933,55678409700.624954,55905215762.907074,5398.045598702811,0.019281443795346298,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.0,10,renter,1318909.92608681,365716264447.1761,30527903.240898617,6157746104.8815565,6188274008.122456,4691.961054901597,0.01692097018839666,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,no_cash_rent,275763.57723149,2347924995.266514,27205.220014025894,94896618.93132085,94923824.15133487,344.22176091678335,0.0404288145246139,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,owner,6082867.27027557,41203566588.52645,2621409.5806745444,3082083654.665629,3084705064.2463036,507.1136566336023,0.07486500125222827,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,1,renter,5360171.59550726,43292252733.99284,1458111.203369148,1861976296.315327,1863434407.518696,347.6445435218105,0.04304313797132431,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,no_cash_rent,293086.75319936,6244721348.75032,157081.96707222066,170444958.33304113,170602040.30011335,582.0871753424777,0.02731939998159467,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,owner,5637410.67828922,122732404947.81564,2920103.1316969222,4164790585.216067,4167710688.3477635,739.2952059353134,0.03395770408084014,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,2,renter,5788887.1275282595,125991735628.54825,3672780.3442275017,3359312622.769486,3362985403.1137133,580.9381542648322,0.02669211108440116,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,no_cash_rent,179350.95385456,5682609033.4062605,214439.20487380572,129374844.3485834,129589283.5534572,722.5458285465505,0.022804539744269367,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,owner,6208503.42834028,200906614856.70615,6392383.332602853,5416034142.981641,5422426526.314243,873.3870551737491,0.026989785927067227,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,3,renter,5332736.17221653,172823142386.7999,6863727.184371663,3782427335.9328,3789291063.1171713,710.5716354128518,0.021925831290790107,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,no_cash_rent,146609.07592127,6363603514.844706,308952.9113026712,131162309.66877808,131471262.58008075,896.7470925925599,0.02065987647932354,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,owner,6332146.11438108,275342556996.8819,11476604.80376296,6491030963.156371,6502507567.9601345,1026.9042202282956,0.023616064435813936,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,4,renter,5241493.7946272,226817732759.5499,11643444.507156633,4415249076.303737,4426892520.810893,844.5860463192163,0.01951740045609156,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,no_cash_rent,126248.43665238,7038463370.036355,464747.15190713014,133532316.77077459,133997063.92268172,1061.3760255236843,0.019037829264427868,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,owner,7080665.79356858,389748433090.511,20776094.56202758,8612161051.201714,8632937145.76374,1219.226750343887,0.02215002399704047,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,5,renter,4513138.78272012,247469691969.17874,15454056.72774139,4559997163.980416,4575451220.708158,1013.8068960402059,0.018488935692690844,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,no_cash_rent,107958.64864836,7286984606.846871,469536.983904795,132189750.59289609,132659287.57680088,1228.7972222484475,0.018204963333139725,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,owner,7981122.95739667,546982394783.4121,32750620.884663496,11386462622.439459,11419213243.324121,1430.7777620116892,0.020876747318066373,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,6,renter,3630667.80053183,247274484812.6564,17297331.537684217,4267522102.3576555,4284819433.89534,1180.1739154619677,0.017328190723525986,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,no_cash_rent,117997.58214996,10193433624.797731,728583.8874164096,166760817.06182823,167489400.94924465,1419.4307874578888,0.016431107231795816,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,owner,8706115.463583,748529647605.4202,51471142.43331967,15103585785.765104,15155056928.198423,1740.736955717029,0.020246435096699412,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,7,renter,2896756.82455565,246849226458.5552,18494529.911541093,4127471001.9334826,4145965531.8450236,1431.243898935492,0.01679553787275534,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,526410.8773903286,111262486.9038324,111788897.78122273,1796.1464255411565,0.01684444326417769,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,owner,9246885.02559548,1003692459222.6896,79442130.33638236,19408548961.047207,19487991091.38359,2107.5195633384233,0.01941629720569594,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,8,renter,2408756.36581163,260644823806.39993,23463190.14449246,4438090287.582883,4461553477.727375,1852.2228071928957,0.017117368427163927,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,899218.0762606374,201055880.7606754,201955098.83693603,2674.9572808044572,0.018151296966836927,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,owner,9934650.23751075,1430397687319.1619,131735758.37672073,28065054421.5835,28196790179.96022,2838.2267624778783,0.01971255297036056,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,9,renter,1710810.32279,240092630970.3849,23478956.358819086,4201863467.902164,4225342424.260983,2469.7901152304653,0.017598800959377107,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,1436394.6490264789,277955294.35745335,279391689.0064798,6096.611352457789,0.02550764017110621,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,owner,10356566.04611519,2899430994705.913,337070381.3699367,55678409700.624954,56015480081.99489,5408.692401764447,0.019319473436089307,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_10y_4.94pct,0.0,10,renter,1318909.92608681,365716264447.1761,45369386.88629338,6157746104.8815565,6203115491.76785,4703.213895866581,0.016961552150666862,"marginal: federal part borrowed, annual interest at the 10-year Treasury par yield; state-local balanced in-year"
mexican_observed_total,US,average_pro_rata,0.0,1,no_cash_rent,275763.57723149,2347924995.266514,550712.955749512,94896618.93132085,95447331.88707036,346.1201542470092,0.040651780648655725,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,1,owner,6082867.27027557,41203566588.52645,53064971.26871546,3082083654.665629,3135148625.9343443,515.4063842975014,0.07608925356494159,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,1,renter,5360171.59550726,43292252733.99284,29516421.120832954,1861976296.315327,1891492717.4361598,352.8791352540941,0.04369125185188088,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,no_cash_rent,293086.75319936,6244721348.75032,3179796.9042959646,170444958.33304113,173624755.23733708,592.4005549279674,0.02780344318679367,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,owner,5637410.67828922,122732404947.81564,59111399.4270632,4164790585.216067,4223901984.64313,749.2627778405802,0.03441553994186851,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,2,renter,5788887.1275282595,125991735628.54825,74347780.24752027,3359312622.769486,3433660403.0170064,593.1468911682014,0.027253060574863444,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,no_cash_rent,179350.95385456,5682609033.4062605,4340874.59258716,129374844.3485834,133715718.94117056,745.5534306753888,0.02353069129955944,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,owner,6208503.42834028,200906614856.70615,129400472.3198958,5416034142.981641,5545434615.301537,893.1998958054853,0.027602050929267513,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,3,renter,5332736.17221653,172823142386.7999,138941845.83748305,3782427335.9328,3921369181.7702827,735.33905581164,0.022690069903912324,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,no_cash_rent,146609.07592127,6363603514.844706,6254107.516248404,131162309.66877808,137416417.18502647,937.2981605778618,0.021594119882621242,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,owner,6332146.11438108,275342556996.8819,232319935.2988453,6491030963.156371,6723350898.455216,1061.7807575832248,0.024418131987244365,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,4,renter,5241493.7946272,226817732759.5499,235697257.22989133,4415249076.303737,4650946333.533628,887.3322216466396,0.020505214812565425,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,no_cash_rent,126248.43665238,7038463370.036355,9407837.083140286,133532316.77077459,142940153.8539149,1132.2132585886577,0.02030843187483642,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,owner,7080665.79356858,389748433090.511,420568715.83051777,8612161051.201714,9032729767.03223,1275.6893250401288,0.02317579494908339,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,5,renter,4513138.78272012,247469691969.17874,312835156.4320119,4559997163.980416,4872832320.412428,1079.6991971683876,0.019690622644082483,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,no_cash_rent,107958.64864836,7286984606.846871,9504797.245036336,132189750.59289609,141694547.83793244,1312.4890836625427,0.01944488090516835,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,owner,7981122.95739667,546982394783.4121,662968034.1024998,11386462622.439459,12049430656.541958,1509.741263336245,0.02202891861138082,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,6,renter,3630667.80053183,247274484812.6564,350148411.69401246,4267522102.3576555,4617670514.051668,1271.851562231956,0.018674270083102885,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,no_cash_rent,117997.58214996,10193433624.797731,14748661.688591285,166760817.06182823,181509478.7504195,1538.2474406953856,0.017806510095759925,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,owner,8706115.463583,748529647605.4202,1041925960.1886572,15103585785.765104,16145511745.953762,1854.5023683052648,0.021569635615107535,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,7,renter,2896756.82455565,246849226458.5552,374383196.5899006,4127471001.9334826,4501854198.523383,1554.1015249748996,0.018237262733651803,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,no_cash_rent,62238.18737247,6636544528.542483,10656090.63543175,111262486.9038324,121918577.53926416,1958.9030896679483,0.018370791759916044,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,owner,9246885.02559548,1003692459222.6896,1608140290.210169,19408548961.047207,21016689251.257378,2272.8399015541936,0.020939371475933742,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,8,renter,2408756.36581163,260644823806.39993,474963363.24883515,4438090287.582883,4913053650.831718,2039.6640027877065,0.0188496114332238,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,no_cash_rent,75498.43890449,11126207631.659338,18202795.066004805,201055880.7606754,219258675.8266802,2904.148469931351,0.01970650585405087,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,owner,9934650.23751075,1430397687319.1619,2666715756.6137795,28065054421.5835,30731770178.19728,3093.3922627856405,0.021484773395987852,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,9,renter,1710810.32279,240092630970.3849,475282517.3850017,4201863467.902164,4677145985.287166,2733.8775801046418,0.019480589497409797,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,no_cash_rent,45827.37406967,10953255069.160057,29076814.757621028,277955294.35745335,307032109.1150744,6699.753484637863,0.028031129301421348,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,owner,10356566.04611519,2899430994705.913,6823287072.265925,55678409700.624954,62501696772.89088,6034.982685823323,0.021556538812964706,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,average_pro_rata,0.0,10,renter,1318909.92608681,365716264447.1761,918408641.4229429,6157746104.8815565,7076154746.3045,5365.15390956179,0.019348755946091034,average: the whole net cost financed in-year pro rata by the existing tax mix at each level of government
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,no_cash_rent,275763.57723149,2347924995.266514,18305.698649113776,94862613.9465922,94880919.6452413,344.0661765335073,0.04041054115294315,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,owner,6082867.27027557,41203566588.52645,1763879.644972102,3066796406.68027,3068560286.3252425,504.45951719512504,0.07447317163023733,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,1,renter,5360171.59550726,43292252733.99284,981125.8380564873,2188722636.2505913,2189703762.088648,408.5137430906118,0.05057957541602598,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,no_cash_rent,293086.75319936,6244721348.75032,105696.44909879785,169791612.70551005,169897309.15460885,579.6826615327897,0.027206547685047357,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,owner,5637410.67828922,122732404947.81564,1964862.9169555807,4148059300.429193,4150024163.3461485,736.1578568914111,0.033813597681155924,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,2,renter,5788887.1275282595,125991735628.54825,2471320.215427574,3749143798.182055,3751615118.3974824,648.071906698127,0.029776676221510916,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,no_cash_rent,179350.95385456,5682609033.4062605,144290.67145759717,128531772.78784725,128676063.45930485,717.4540234876663,0.02264383537612019,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,owner,6208503.42834028,200906614856.70615,4301271.699913336,5389631152.826758,5393932424.526671,868.797526937765,0.02684795833314806,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,3,renter,5332736.17221653,172823142386.7999,4618426.9556379365,4145495672.233478,4150114099.189116,778.2335306237619,0.02401364795173461,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,no_cash_rent,146609.07592127,6363603514.844706,207886.53384009693,130051137.15550263,130259023.68934272,888.4785806800436,0.020469380813163608,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,owner,6332146.11438108,275342556996.8819,7722314.649333618,6450517624.747762,6458239939.397096,1019.9132841754301,0.023455291509732846,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
mexican_observed_total,US,marginal_deficit_avg_rate_3.324pct,0.5,4,renter,5241493.7946272,226817732759.5499,7834576.830321588,4769035495.891437,4776870072.721758,911.3566208202507,0.021060390713744288,"marginal: federal part borrowed, annual interest at the FY2024 average rate on interest-bearing debt; state-local balanced in-year"
