MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,Orig_TYPE,RECTYPE,RECTYPENAME,Orig_TOPIC,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec,src_year,Passfail_sum,OTH,CO#,RECTOPICNAME,topcrec,MeasureID,TYPEREC,TOPICREC,MeasID_First,Ballotquestion,toprec,outcome,is_bond,is_tax,pct,passed,req,year,total,key,mkey,hisp_share,white_share,elf,pupils,share65,pp_current,wave,leaid
199800037.0,1998,19.0,3,LOS ANGELES,1998-04-14,COMPTON UNIFIED,0,M,A,"To improve educational opportunities for Compton children and to improve health and safety conditions of neighborhood schools, including replacing deteriorating roofs, electrical heating, plumbing and security systems, complying with fire and safety standards, reducing earthquake danger and other hazards, shall the Compton Unified School District issue $107 million of bonds, at interest rates within the legal limit, to acquire, repair, rehabilitate, construct and modernize classrooms and school facilities with all proceeds staying in Compton to benefit local children?",11.0,11,GO Bond,11.0,11,Education: Bonds,2793.0,2287,5080.0,0.5498031496062992,T,2.0,FailT,0,199800037,2793.0,2287,5080.0,0.5498031496062992,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.5498031496062992,0.0,T,1998,5080.0,COMPTON UNIFIED,COMPTON UNIFIED,0.6574088990559654,0.0020298353577987,0.4623590586367699,31037.0,0.0973463700942229,9558.10616647926,2000,COMPTON UNIFIED
199800038.0,1998,19.0,3,LOS ANGELES,1998-04-14,DUARTE UNIFIED,0,M,B,"To improve health and safety conditions of schools, including replacing inadequate or unsafe electrical and heating systems, repairing deteriorating roofs, plumbing and sewer systems, eliminating hazards from asbestos, reducing dangers from earthquakes with seismic upgrades, providing adequate classrooms for children, and acquiring, constructing, and modernizing local school facilities to relieve overcrowding, shall the Duarte Unified School District issue $44,000,000 of bonds, at an interest rates within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,1981.0,635,2616.0,0.757262996941896,T,1.0,PassT,0,199800038,1981.0,635,2616.0,0.757262996941896,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.757262996941896,1.0,T,1998,2616.0,DUARTE UNIFIED,DUARTE UNIFIED,0.6568201563857515,0.1622502172024326,0.5258962478138226,4604.0,0.0973463700942229,9625.813207361034,2000,DUARTE UNIFIED
199800039.0,1998,19.0,3,LOS ANGELES,1998-04-14,MONTEBELLO UNIFIED,0,M,EE,"In order to raise funds for school modernization and districtwide projects such as structural repair and improvements to existing schools; upgrading lighting, heating, plumbing and electrical systems, including for computer technology; safety and security improvements, including for seismic safety; replacing deteriorated roofs; and constructing new classrooms, libraries, and schools; shall the Montebello Unified School District be authorized to issue up to $92,000,000 of bonds for acquisition and improvement of real property at interest rates within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,5301.0,1856,7157.0,0.7406734665362582,T,1.0,PassT,0,199800039,5301.0,1856,7157.0,0.7406734665362582,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7406734665362582,1.0,T,1998,7157.0,MONTEBELLO UNIFIED,MONTEBELLO UNIFIED,0.9189228027820888,0.0312984997413347,0.1525911188383099,34794.0,0.0973463700942229,9659.84089465021,2000,MONTEBELLO UNIFIED
199800040.0,1998,19.0,3,LOS ANGELES,1998-04-14,PARAMOUNT UNIFIED,0,M,E,"Shall the Paramount Unified School District incur bonded indebtedness in an amount not to exceed $35,000,000 with an interest rate not to exceed the maximum rate allowed by law in order to build schools, air condition existing schools, repair and replace plumbing, wiring, and security systems, provide permanent classrooms for Class-Size Reduction, and to provide  computers, science, and technology laboratories at schools throughout the District so long as no bond monies are used for administrative salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,3330.0,1001,4331.0,0.7688755483722004,T,1.0,PassT,0,199800040,3330.0,1001,4331.0,0.7688755483722004,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7688755483722004,1.0,T,1998,4331.0,PARAMOUNT UNIFIED,PARAMOUNT UNIFIED,0.7946862768354881,0.0395563990036769,0.3492873720447078,16862.0,0.0973463700942229,9418.484277113705,2000,PARAMOUNT UNIFIED
199800041.0,1998,19.0,3,LOS ANGELES,1998-04-14,SOUTH WHITTIER ELEMENTARY,0,M,W,"To improve neighborhood schools, including health and safety conditions, such as inadequate unsafe electrical and heating systems; repair of deteriorating roofs, plumbing/sewer systems; elimination of asbestos hazards; make seismic upgrades; and provision of adequate restroom facilities, shall the South Whittier School District issue bonds in an amount not to  exceed $15 million, at an interest rate within the legal limit, for the acquisition, construction and modernization of school facilities?",11.0,11,GO Bond,11.0,11,Education: Bonds,1003.0,180,1183.0,0.8478444632290786,T,1.0,PassT,0,199800041,1003.0,180,1183.0,0.8478444632290786,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.8478444632290786,1.0,T,1998,1183.0,SOUTH WHITTIER ELEMENTARY,SOUTH WHITTIER ELEMENTARY,0.9059187279151945,0.056095406360424,0.1755757657106468,4528.0,0.0973463700942229,9804.973240898646,2000,SOUTH WHITTIER ELEMENTARY
199800042.0,1998,19.0,3,LOS ANGELES,1998-04-14,TEMPLE CITY UNIFIED,0,M,AA,"Shall Temple City Unified School District repair its existing schools, upgrade deteriorating roofs, plumbing, heating, cooling, ventilation, and electrical systems, rewire classrooms for computer technology, renovate, construct, and acquire classrooms to comply with current fire safety, fire and federal disability access standards, and reduce classroom overcrowding, by issuing $24 million of bonds at an interest rate within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,3124.0,1148,4272.0,0.7312734082397003,T,1.0,PassT,0,199800042,3124.0,1148,4272.0,0.7312734082397003,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7312734082397003,1.0,T,1998,4272.0,TEMPLE CITY UNIFIED,TEMPLE CITY UNIFIED,0.2008647090614303,0.3179607277967933,0.6495377804106699,5551.0,0.0973463700942229,9414.641332783794,2000,TEMPLE CITY UNIFIED
199800043.0,1998,19.0,3,LOS ANGELES,1998-04-14,TORRANCE UNIFIED,0,M,G,"To provide funds to modernize, replace, acquire and construct school sites and facilities; to improve health and safety conditions of Torrance schools; to replace inadequate or unsafe electrical and heating/ventilation systems, deteriorating roofs, restrooms, plumbing and sewer systems; to eliminate hazards from earthquakes and asbestos; to upgrade wiring for emergency communications, fire alarms and technology, shall the Torrance Unified School District issue $80.5 million of bonds, at an interest rate within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,14300.0,7977,22277.0,0.6419176729362123,T,2.0,FailT,0,199800043,14300.0,7977,22277.0,0.6419176729362123,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.6419176729362123,0.0,T,1998,22277.0,TORRANCE UNIFIED,TORRANCE UNIFIED,0.16543660336678,0.4551787047018824,0.6527644016278671,24118.0,0.0973463700942229,8986.943432308957,2000,TORRANCE UNIFIED
199800044.0,1998,21.0,3,MARIN,1998-04-14,BOLINAS-STINSON UNION ELEMENTARY,0,M,E,"Shall the Bolinas-Stinson Union School District continue funding quality educational programs by levying a special tax assessment of one hundred and fifty-eight dollars ($158.00) per year per assessor’s parcel for a limited period of seven (7) years, beginning July 1, 1998, with an exemption for any beneficial owner of a parcel who has attained the age of 65 on or before May 1 of any applicable year, who uses that parcel as his or her principal residence?",3.0,3,Property Tax,14.0,14,Education: Special Tax,383.0,88,471.0,0.8131634819532909,T,1.0,PassT,0,199800044,383.0,88,471.0,0.8131634819532909,1.0,PassT,1.0,10.0,1998,,,,,,,,,,,,,False,True,0.8131634819532909,1.0,T,1998,471.0,BOLINAS STINSON UNION ELEMENTARY,BOLINAS STINSON UNION ELEMENTARY,0.050314465408805,0.7924528301886793,0.3537834737549938,159.0,0.1351940442154726,16668.65099540779,2000,BOLINAS STINSON UNION ELEMENTARY
199800045.0,1998,21.0,3,MARIN,1998-04-14,DIXIE ELEMENTARY,0,M,B,"To maintain and improve quality education for students in the San Rafael High School District, emphasizing improved reading, writing, and math skills; improved science, computer and library programs; and maintaining smaller class sizes; shall the Dixie Elementary School District levy a total assessment of $98 per developed or undeveloped parcel, beginning July 1, 1998 (each year for eight years) with subsequent 5% annual cost of living adjustments beginning July 1, 1999?",3.0,3,Property Tax,14.0,14,Education: Special Tax,2999.0,967,3966.0,0.7561775088250126,T,1.0,PassT,0,199800045,2999.0,967,3966.0,0.7561775088250126,1.0,PassT,1.0,10.0,1998,,,,,,,,,,,,,False,True,0.7561775088250126,1.0,T,1998,3966.0,DIXIE ELEMENTARY,DIXIE ELEMENTARY,0.0416221985058698,0.8393810032017076,0.2863301551649317,1874.0,0.1351940442154726,10667.484183350363,2000,DIXIE ELEMENTARY
199800046.0,1998,21.0,3,MARIN,1998-04-14,MILL VALLEY ELEMENTARY,0,M,G,"To support specific educational programs, and continue to provide instructional materials and equipment for a growing student population, shall the Mill Valley School District (Edna Maguire, Mill Valley Middles, Old Mill, Park, Strawberry Point, and Tamalpais Valley) continue its special assessment, at the new rate of $275 per year, for a period of 8 years, beginning on July 1, 1998, and annually increase the rate by 5% with an exemption for property owners age 65 on or before July 1 of the applicable year?",3.0,3,Property Tax,14.0,14,Education: Special Tax,4328.0,1243,5571.0,0.7768802728415009,T,1.0,PassT,0,199800046,4328.0,1243,5571.0,0.7768802728415006,1.0,PassT,1.0,10.0,1998,,,,,,,,,,,,,False,True,0.7768802728415009,1.0,T,1998,5571.0,MILL VALLEY ELEMENTARY,MILL VALLEY ELEMENTARY,0.0604490500863557,0.8013816925734024,0.3434920698840535,2316.0,0.1351940442154726,12399.61743712846,2000,MILL VALLEY ELEMENTARY
199800047.0,1998,21.0,3,MARIN,1998-04-14,MILL VALLEY ELEMENTARY,0,M,H,"To accommodate increased enrollment growth and the State class size reduction program, shall the Mill Valley School District reopen, expand and renovate Strawberry Point School and provide additional classrooms and other facilities and improvements at Mill Valley Middle School, and incur bonded indebtedness of $7,700,000 with an interest rate not to exceed the limit set by law, to be used for the above purposes and for necessary capital facilities in the District?",11.0,11,GO Bond,11.0,11,Education: Bonds,4313.0,1256,5569.0,0.7744657927814689,T,1.0,PassT,0,199800047,4313.0,1256,5569.0,0.7744657927814689,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7744657927814689,1.0,T,1998,5569.0,MILL VALLEY ELEMENTARY,MILL VALLEY ELEMENTARY,0.0604490500863557,0.8013816925734024,0.3434920698840535,2316.0,0.1351940442154726,12399.61743712846,2000,MILL VALLEY ELEMENTARY
199800050.0,1998,29.0,3,NEVADA,1998-04-14,TAHOE-TRUCKEE UNIFIED,0,M,B,"To construct, renovate and repair only Truckee area schools, shall the School Facility Improvement District NO. 1 of the Tahoe-Truckee Unified School District issue bonds in an amount not to exceed $35,000,000 at an interest rate within the legal limit, to acquire school sites, construct, renovate, rehabilitate, and modernize classrooms and school facilities.",11.0,11,GO Bond,11.0,11,Education: Bonds,1341.0,807,2148.0,0.6243016759776536,T,2.0,FailT,0,199800050,1341.0,807,2148.0,0.6243016759776536,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.6243016759776536,0.0,T,1998,2148.0,TAHOE TRUCKEE UNIFIED,TAHOE TRUCKEE UNIFIED,0.1992540243423635,0.7663918335296427,0.3723641399560272,5094.0,0.1310794326869271,10250.997580735837,2000,TAHOE TRUCKEE UNIFIED
199800051.0,1998,30.0,3,ORANGE,1998-04-14,ANAHEIM ELEMENTARY,0,M,Y,"To relieve classroom overcrowding, renovate classrooms and provide for safe modern school buildings for Anaheim children, shall the Anaheim City School District be authorized to issue bonds, in a maximum amount not to exceed $48,000,000 at an interest rate within the legal limits, to repair, acquire and construct classrooms, school sites and facilities and with no money allocated for administrative salaries?",11.0,11,GO Bond,11.0,11,Education: Bonds,5587.0,4473,10060.0,0.5553677932405566,T,2.0,FailT,0,199800051,5587.0,4473,10060.0,0.5553677932405566,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.5553677932405566,0.0,T,1998,10060.0,ANAHEIM ELEMENTARY,ANAHEIM ELEMENTARY,0.8086644219977553,0.1037934904601571,0.330775043614849,22275.0,0.0986417753081292,8981.93100552699,2000,ANAHEIM ELEMENTARY
199800052.0,1998,33.0,3,RIVERSIDE,1998-04-14,CORONA-NORCO UNIFIED,0,M,C,"To relieve serious overcrowding, reduce class sizes and improve safety conditions by installing smoke alarms and sprinklers, shall the Corona-Norco Unified School District issue $65 million in bonds, at interest rates within the legal limit to acquire, repair, construct and upgrade classrooms, libraries and school facilities and replace outdated plumbing, sewer, heating, air conditioning and electrical systems, with no money for salaries, and all expenditures monitored by an independent community oversight committee?",11.0,11,GO Bond,11.0,11,Education: Bonds,6913.0,2774,9687.0,0.7136368328687932,T,1.0,PassT,0,199800052,6913.0,2774,9687.0,0.7136368328687932,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7136368328687932,1.0,T,1998,9687.0,CORONA NORCO UNIFIED,CORONA NORCO UNIFIED,0.4270013604716302,0.4515432016432363,0.6071029082561126,37487.0,0.1268057774525086,9047.46214765342,2000,CORONA NORCO UNIFIED
199800053.0,1998,33.0,3,RIVERSIDE,1998-04-14,MURRIETA VALLEY UNIFIED,0,M,D,"To relieve serious overcrowding, improve local schools and educational opportunities and provide resources for timely repair of local school facilities, shall the Murrieta Valley Unified School District issue bonds in an amount not to exceed $37.5 million, at an interest rate within the legal limit, to construct, acquire or improve school sites and facilities, and to repair roofs and renovate plumbing, sewer, heating, air conditioning and electrical systems as needed and upgrade wiring for safety and technology?",11.0,11,GO Bond,11.0,11,Education: Bonds,5467.0,2178,7645.0,0.7151079136690648,T,1.0,PassT,0,199800053,5467.0,2178,7645.0,0.7151079136690648,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.7151079136690648,1.0,T,1998,7645.0,MURRIETA VALLEY UNIFIED,MURRIETA VALLEY UNIFIED,0.1767923746373808,0.7145462080397845,0.4535941712326637,12065.0,0.1268057774525086,9141.7752313111,2000,MURRIETA VALLEY UNIFIED
199800054.0,1998,36.0,3,SAN BERNARDINO,1998-04-14,CHAFFEY JOINT UNION HIGH,0,M,X,"To relieve overcrowding, repair local schools and improve safety conditions for our students, shall Chaffey Joint Union High School District acquire, repair, construct and upgrade school facilities, including adding classrooms; building additional schools; improving fire alarms and security systems; upgrading electrical wiring; renovating water and sewer lines; improving heating, cooling and plumbing systems; renovating restrooms; and replacing worn roofs by issuing $128 million of bonds, at an interest rate within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,7519.0,3044,10563.0,0.711824292341191,T,1.0,PassT,0,199800054,7519.0,3044,10563.0,0.7118242923411909,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.711824292341191,1.0,T,1998,10563.0,CHAFFEY UNION HIGH,CHAFFEY UNION HIGH,0.4808321998891743,0.3497556798146189,0.6324743387402436,19851.0,0.0856768965634239,9427.0630357097,2000,CHAFFEY UNION HIGH
199800055.0,1998,37.0,3,SAN DIEGO,1998-04-14,BORREGO SPRINGS UNIFIED,0,M,B,"In order to finance facilities for school uses as well as community use, shall the Borrego Springs Unified School District incur bonded indebtedness in an amount not to exceed $2.75 million with an interest rate not to exceed the maximum rate allowed by law, to be used for the construction and acquisition of a gymnasium and middle school facilities to reduce classroom overcrowding?",11.0,11,GO Bond,11.0,11,Education: Bonds,97.0,280,377.0,0.2572944297082228,T,2.0,FailT,0,199800055,97.0,280,377.0,0.2572944297082228,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.2572944297082228,0.0,T,1998,377.0,BORREGO SPRINGS UNIFIED,BORREGO SPRINGS UNIFIED,0.635036496350365,0.3527980535279805,0.4722089023863225,411.0,0.1115027082275316,14451.41834543548,2000,BORREGO SPRINGS UNIFIED
199800056.0,1998,37.0,3,SAN DIEGO,1998-04-14,CARDIFF ELEMENTARY,0,M,A,"Shall the Cardiff School District acquire, construct, repair, and modernize classrooms and schools, repair and upgrade deteriorating plumbing, heating and ventilation systems, accommodate classroom computers and modern technology, reduce class size, and allow the district to be eligible for state matching funds by issuing $15.8 million in bonds at an interest rate within the legal limit?",11.0,11,GO Bond,11.0,11,Education: Bonds,1323.0,801,2124.0,0.6228813559322034,T,2.0,FailT,0,199800056,1323.0,801,2124.0,0.6228813559322034,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.6228813559322034,0.0,T,1998,2124.0,CARDIFF ELEMENTARY,CARDIFF ELEMENTARY,0.2511682242990654,0.7044392523364486,0.4399756528954494,856.0,0.1115027082275316,10517.821933612036,2000,CARDIFF ELEMENTARY
199800057.0,1998,40.0,3,SAN LUIS OBISPO,1998-04-14,COAST UNIFIED,0,M,A-9,"To relieve classroom overcrowding and enhance student health and safety by purchasing land and constructing a new elementary school, construct a multi-purpose/cafeteria, music room at Santa Lucia Middle School and make necessary related site improvements, shall the Coast Unified School District be authorized to incur bonded indebtedness in the amount of $14,400,000 at an interest rate not to exceed the maximum permitted by law?",11.0,11,GO Bond,11.0,11,Education: Bonds,1705.0,1093,2798.0,0.6093638313080773,T,2.0,FailT,0,199800057,1705.0,1093,2798.0,0.6093638313080773,2.0,FailT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.6093638313080773,0.0,T,1998,2798.0,COAST UNIFIED,COAST UNIFIED,0.2665929203539823,0.6913716814159292,0.44993734826533,904.0,0.1446605129701922,12077.94031729142,2000,COAST UNIFIED
199800059.0,1998,41.0,3,SAN MATEO,1998-04-14,SAN BRUNO PARK ELEMENTARY,0,M,B,"Shall the San Bruno Park School District be authorized to incur bonded indebtedness of $30 million bearing interest at rates within the statutory maximum, for general renovation and improvements, such as upgrading systems to current standards (including fire alarms, plumbing, electrical, lighting, heating, ventilation, sewage and drainage systems); renovating classrooms, restrooms and kitchens; replacing worn out roofs, restoring playgrounds; incorporating infrastructure for technology; rebuilding fences, gates and walkways; adding classrooms to existing sites; and accommodating community needs?",11.0,11,GO Bond,11.0,11,Education: Bonds,1868.0,830,2698.0,0.69236471460341,T,1.0,PassT,0,199800059,1868.0,830,2698.0,0.69236471460341,1.0,PassT,10.0,10.0,1998,,,,,,,,,,,,,True,False,0.69236471460341,1.0,T,1998,2698.0,SAN BRUNO PARK ELEMENTARY,SAN BRUNO PARK ELEMENTARY,0.311973018549747,0.4111298482293423,0.6717464289675215,2965.0,0.1245614506456097,8824.591193234079,2000,SAN BRUNO PARK ELEMENTARY
