area,trades_employed_total,trades_employed_union,trades_employed_union_share,trades_earnings_total,trades_earnings_union,trades_earnings_union_share,industry_employed_total,industry_employed_union,industry_employed_union_share,industry_earnings_total,industry_earnings_union,industry_earnings_union_share,all_employed_total,all_employed_union,all_employed_union_share,all_earnings_total,all_earnings_union,all_earnings_union_share,title
11500,2037.0,145.0,0.07118311242022582,76775235.5,5888450.0,0.07669725741186427,2487.0,145.0,0.058303176517893046,106274847.125,5888450.0,0.05540774848703411,51309.0,2177.0,0.04242920345358514,2285506281.7125,92973244.675,0.04067949645071041,"Anniston-Oxford-Jacksonville, AL"
11540,6274.056,107.0,0.017054358456475367,379010997.8024075,4872626.78985,0.012856162006122792,8148.891299999999,107.0,0.013130620603566035,633116401.8234401,4872626.78985,0.007696257395664267,131568.1874,4480.0455,0.03405113035706381,8214622529.618402,234603547.59508502,0.028559260848469346,"Appleton, WI"
11700,11385.4514,3413.1718,0.2997836168357805,424035275.16726,96958207.52625,0.22865599445236015,17400.3252,3530.5777,0.20290297218123257,1032174840.3457224,103425301.29425,0.10020133920296695,229822.2489,10007.5549,0.0435447609963754,14450441549.369968,368214252.81299996,0.025481176582389894,"Asheville, NC"
12020,4761.973500000001,510.9957,0.10730754801554437,239586386.635525,19025702.054075003,0.07941061393867167,7221.340899999999,755.5327,0.10462498730672029,391567397.07707506,28592607.275425002,0.07302090901556063,114090.19089999999,5576.2137,0.04887548750696324,6490779322.567237,302958676.6731485,0.04667523907642605,"Athens-Clarke County, GA"
12060,144776.4713658966,41372.35711567157,0.28576713277608723,7328406946.274943,1730229995.7751281,0.23609906060888314,232553.8706027403,49930.50395917592,0.21470510823906952,15928301384.242992,2325663762.171958,0.14600827207304173,3322356.136189369,191350.23016737675,0.05759473768722731,258958642627.6223,9508342816.378418,0.03671761142975729,"Atlanta-Sandy Springs-Roswell, GA"
12100,4743.228,152.578,0.03216754497148355,362758295.86115,3814988.681,0.010516613195416023,6954.162,237.578,0.034163426161196705,569618403.22015,15896463.681,0.027907215762578208,134957.611,7059.515,0.052309128382540794,8791496186.034788,264297047.46195,0.03006280636074022,"Atlantic City-Hammonton, NJ"
12220,2470.5514000000003,237.7626,0.09623867772999986,141632174.7466625,5053558.2284699995,0.03568086303489514,4184.4342,579.7626,0.1385522085638245,331697039.68135,47505221.72847,0.14321870877746343,92883.24220000001,2788.7982,0.030024772326476778,5183790567.395603,168864260.04562,0.03257544027872626,"Auburn-Opelika, AL"
12260,13018.544217663533,1000.5177418283657,0.07685327369175927,819676295.2392411,34755566.51565102,0.04240157574095371,18716.02627857571,1176.436073094619,0.06285715010142344,1234659761.9103754,46178106.97620699,0.037401483713015896,277010.4373193639,9114.155674354872,0.03290184934023699,17460580352.253696,543364278.8930953,0.031119485603063667,"Augusta-Richmond County, GA-SC"
12420,61878.04289571043,33476.6401359864,0.5410100024076085,3523901413.750926,1617194597.2042756,0.45892163466709884,111134.5501449855,46033.07729227077,0.4142103174234861,8210114411.016771,2577519605.7041755,0.31394441985431065,1428053.0679932008,321451.1100889911,0.22509745421486085,127081377417.07109,19602714761.91318,0.15425324434105409,"Austin-Round Rock, TX"
12540,22078.0,13684.0,0.6198025183440529,1588679545.525,1034165528.85,0.6509591766086762,28092.0,16998.0,0.6050832977360102,2090565743.375,1291788465.15,0.6179133419954268,375980.0,190391.0,0.506385977977552,22397029920.681,9558398691.3515,0.42677081404108197,"Bakersfield, CA"
12580,51918.2756,2962.2827,0.05705664654239788,3232141328.5183673,139832292.18525,0.043263050087401334,93185.2483,4733.2629,0.05079412231388559,6844672267.51475,236011436.05015,0.03448104260159764,1475534.8282,25382.8245,0.017202457044653036,122839252194.3473,1585022937.0724525,0.012903228477528868,"Baltimore-Columbia-Towson, MD"
12620,4707.3374,18.0,0.0038238176851313013,280188839.34824497,950274.0,0.0033915483650614306,4664.6364,0.0,0.0,295266895.32373,0.0,0.0,77407.7494,695.0806,0.008979470471466775,4541962919.4001875,29060595.575295,0.006398245888615213,"Bangor, ME"
12700,6125.010998900109,97.11348865113489,0.01585523498138598,396494939.7935856,3450806.4273572643,0.008703279868221638,10436.321767823218,97.11348865113489,0.009305336766306946,880640000.3122189,3450806.4273572643,0.003918521105257345,108763.8085191481,754.7587241275872,0.00693942897369864,9395954072.533903,37956753.32452255,0.004039691236409626,"Barnstable Town, MA"
12940,20814.0,2267.0,0.10891707504564235,1114451752.6625001,74925246.95,0.06723058828791695,38801.0,2595.0,0.06687971959485581,2779622619.025,88738636.925,0.031924706727320624,404380.0,8761.0,0.021665265344477967,25623741188.361248,319128354.9375,0.01245440127542553,"Baton Rouge, LA"
12980,3543.213,10.9232,0.003082851637764932,240727616.63843152,6631687.722399999,0.027548512360177906,4666.2545,10.9232,0.0023408924652523772,313299960.8390415,9955848.9177,0.03177737045047011,64260.5029,2274.0737,0.03538835828189574,3755671863.1109023,93268449.814981,0.02483402523289795,"Battle Creek, MI"
13020,2471.0694,0.0,0.0,138153848.37389925,0.0,0.0,3345.7548,0.0,0.0,206173199.1482975,0.0,0.0,51263.881199999996,1333.6458,0.026015310756455173,2933330245.6223536,44433519.644005,0.015147806732745739,"Bay City, MI"
13140,11809.5712,4874.2472,0.41273701791983775,710026268.57008,291142977.07304,0.4100453602362798,17345.800799999997,5100.2472,0.29403353922985215,1202852082.86564,307542921.09744,0.25567808833548233,174582.244,23908.2824,0.136945670145012,10805243999.660423,1249220233.1628199,0.1156124038663152,"Beaumont-Port Arthur, TX"
13220,1884.0,0.0,0.0,128036060.81,0.0,0.0,2700.0,0.0,0.0,199720832.81,0.0,0.0,44848.0,26.0,0.000579735997145915,2382069206.7275,1214239.0,0.0005097412772772158,"Beckley, WV"
13380,5331.0,1264.0,0.23710373288313638,306182952.95,69891332.875,0.22826657134766523,6512.0,536.0,0.08230958230958231,627516989.275,34686929.975,0.055276479470421115,122847.0,10131.0,0.08246843634765195,8557897008.807501,627335564.1,0.07330487425291135,"Bellingham, WA"
13460,5785.3708,491.7841,0.08500476754229824,385757986.21855,21178087.7913,0.05489993350209376,9196.911000000002,980.3183,0.10659212642157784,749930625.7176199,77409591.213275,0.10322233625170409,107666.0029,9054.8122,0.08410094139382228,8356597906.94832,464480086.89566255,0.05558243822039804,"Bend-Redmond, OR"
13740,5252.923527225445,1034.0,0.19684276663097572,292029115.5862361,59836804.5,0.20490013257712383,7331.070345269054,1397.7871574314863,0.19066617718837164,487840275.34906375,150958693.11432287,0.309442866328139,90763.32194806963,4432.78339119824,0.04883892850169657,5935533718.424314,260718146.51539445,0.043924971010796725,"Billings, MT"
13780,4464.4538,0.0,0.0,298924909.4792445,0.0,0.0,5862.4889,0.0,0.0,405206177.936634,0.0,0.0,111901.9229,405.0148,0.0036193730143666723,6107614864.816951,13690352.11177,0.0022415218403232288,"Binghamton, NY"
13820,25322.9464,6909.0,0.2728355496578392,1193847859.4182825,210477345.64499998,0.1763016484760108,37078.3241,7268.0,0.19601748936651645,2389220356.747123,270583191.395,0.11325166832388527,567951.1907,20376.3884,0.03587700621753446,37914404713.2468,826474107.9376374,0.02179841973488451,"Birmingham-Hoover, AL"
13900,5517.827,343.0,0.0621621518760918,339095227.1433,2785846.0,0.008215527017201912,6223.739,377.14300000000003,0.06059749613536173,528083970.7337375,5799270.44,0.010981720259265398,74301.6235,1016.6695,0.013683005190324003,5184152013.417286,49376338.219815,0.009524477309311602,"Bismarck, ND"
13980,3522.0,312.0,0.08858603066439523,171022821.975,12670320.0,0.07408555100238107,7217.0,312.0,0.043231259526118886,396357661.0,12670320.0,0.031966885585188676,89610.0,1049.0,0.011706282780939627,5123492455.6575,104666589.6,0.0204287584115449,"Blacksburg-Christiansburg-Radford, VA"
14010,1766.8784,70.9865,0.04017622265346614,153544739.239624,21499263.7532,0.14001953997035324,3171.5411,80.5541,0.025399040233153532,232884950.16805148,23531742.2724,0.10104449538460653,98020.2406,4448.7264,0.045385793513345034,6575395069.251209,155831206.226015,0.023699139684356746,"Bloomington, IL"
14020,2135.8030196980303,9.582241775822418,0.00448648198707819,113292985.45327468,76854.13060693932,0.0006783661874515275,3507.579142085792,114.31236876312369,0.032590103924254585,206710961.890149,9025089.269018099,0.043660428970449285,84509.71062893711,1901.5598440155984,0.022501080998430043,4969547817.413247,79756456.71351366,0.016049036983616056,"Bloomington, IN"
14100,2103.5476,235.2616,0.11184039762161788,133129889.14089198,13837865.622,0.10394259103870598,2579.5951999999997,235.2616,0.0912009760291072,168332245.361868,13837865.622,0.08220567362035953,39626.174,791.9156,0.019984659634311404,2173564690.680177,45481312.4472,0.020924756756592073,"Bloomsburg-Berwick, PA"
14260,22668.49275782564,5430.163183681632,0.23954672424380866,1409133176.8275266,252351987.2383597,0.17908313521259656,39765.08089627125,7138.493154625326,0.17951662598766896,2780823944.194152,355769136.4169182,0.12793659129687035,423256.33739472623,52217.29160448628,0.12337037154812583,29245741284.853035,2405217994.6463113,0.08224164917618357,"Boise City, ID"
14460,104979.73447344734,1458.0,0.013888394815561034,7775359506.749559,68619123.1,0.008825202621233624,155071.39693969398,1604.0,0.010343622561314662,12946379815.759665,106601148.475,0.008234050753341418,2788553.0018001804,23250.374437443745,0.008337791830542297,263533726604.79172,2232372826.3428082,0.008470918903258958,"Boston-Cambridge-Newton, MA-NH"
14500,4840.763982101789,2034.0927537246275,0.4202007702183931,232803532.08048648,72653216.18096115,0.31207952702299624,6923.872290770923,1936.6602537246276,0.2797076798060055,386941869.5716287,53621854.92033614,0.13857858023919517,183581.9830939406,16533.45578492151,0.09006033983444436,16947432795.758137,1043811439.9576774,0.061591124304026655,"Boulder, CO"
14540,4901.416,769.49,0.15699340761934918,176747907.305605,29296652.9975,0.16575388893767654,7186.528,769.49,0.10707395838435473,325163496.196755,29296652.9975,0.09009822240247019,96463.76,3113.73,0.03227875421816442,5436464070.731525,137216008.77315,0.025239936655129285,"Bowling Green, KY"
14740,6425.0,406.0,0.06319066147859922,567400889.5,18911061.75,0.03332927758831086,7860.0,1146.0,0.14580152671755725,697479998.8,57497668.5,0.08243629723995463,130854.0,6765.0,0.051698839928469895,11564752113.273,516796677.1275,0.04468722477279616,"Bremerton-Silverdale, WA"
14860,25254.0,1300.0,0.051476993743565375,1561719074.15,93824328.75,0.06007759673490954,35883.0,1300.0,0.03622885488950199,3150395776.975,93824328.75,0.029781759306473494,507301.0,10353.0,0.02040800234968983,57208555046.825,721283306.64,0.012607962323985148,"Bridgeport-Stamford-Norwalk, CT"
15180,12076.0,10854.0,0.8988075521695926,637735937.3874999,571266047.775,0.895772081020249,14025.0,11647.0,0.830445632798574,772694236.6624999,606491669.4,0.7849051288639358,179783.0,153232.0,0.8523164036644176,8641500537.629,6627023081.1465,0.7668833731236196,"Brownsville-Harlingen, TX"
15260,1868.7216561656164,339.68765940594056,0.18177541758837282,68436942.61664924,13031765.409364212,0.1904200408595381,3408.3612334833483,331.6012594059406,0.0972905266461571,208411426.58465812,13371474.881844211,0.06415902957419002,53254.63062826282,2118.9806451845184,0.03978960364922617,3329914109.809264,103886760.58303434,0.031198030086423134,"Brunswick, GA"
15380,18476.0,508.0,0.027495128815760987,1216797379.2375,31041268.75,0.02551063084098016,29353.0,616.0,0.020985929887916057,2191902059.1625,34330678.75,0.015662505816120886,574370.0,6454.0,0.011236659296272438,38030685304.433,332280228.3175,0.008737161206999553,"Buffalo-Cheektowaga-Niagara Falls, NY"
15500,7398.0,1724.0,0.2330359556636929,385956099.87,59730406.3,0.15475958618122304,10593.0,2355.0,0.22231662418578307,751004263.07,79809817.75,0.10627079189104555,92561.0,9409.0,0.10165188362269206,5273841678.937,279403602.175,0.05297914104833667,"Burlington, NC"
15540,5551.441344134413,0.0,0.0,386349523.6365927,0.0,0.0,7226.146214621462,0.0,0.0,480522460.3803021,0.0,0.0,131520.15681568158,903.4381438143814,0.006869199107483588,9203208462.891653,39087027.46533153,0.004247108779827678,"Burlington-South Burlington, VT"
15680,2692.588,0.0,0.0,190890980.306525,0.0,0.0,4925.193,0.0,0.0,397866611.947775,0.0,0.0,59664.208,1189.488,0.019936374584910273,5460464252.917453,134184686.186325,0.024573860384605926,"California-Lexington Park, MD"
15940,8349.0,0.0,0.0,461176094.2,0.0,0.0,11708.0,0.0,0.0,729234277.625,0.0,0.0,195997.0,1759.0,0.008974627162660653,11249145049.404999,64835083.3,0.005763556520540138,"Canton-Massillon, OH"
15980,30585.0,5171.0,0.1690698054601929,1423751736.315,210975346.07500002,0.14818267868880933,51126.0,6563.0,0.12836912725423463,3019687046.1740003,371523123.12500006,0.12303365131685642,393865.0,24162.0,0.06134589262818478,25984304739.514,1134924776.5375,0.04367731936316288,"Cape Coral-Fort Myers, FL"
16020,1538.2632819718028,0.0,0.0,99319000.16916469,50491.049295070494,0.0005083725088761648,2025.072375842416,1.7896210378962105,0.0008837318899043007,114217804.86420532,210379.37206279373,0.0018419139845395895,49173.82654824518,953.5829662833717,0.019392083822230045,2463542245.546679,20741923.995411184,0.008419552793505432,"Cape Girardeau, MO-IL"
16060,3132.860786078608,143.71537153715371,0.04587352625937835,171415766.2682293,5836281.238123813,0.03404751712856605,3094.5814581458144,143.71537153715371,0.046440972222222224,197372558.8939294,5836281.238123813,0.029569871672284025,51961.83718371837,1131.5906590659065,0.021777341225734742,2847715849.702,50981484.774689965,0.017902588413104818,"Carbondale-Marion, IL"
16180,1978.4700000000003,842.3460000000001,0.4257562662057044,102659748.5799,42164808.6735,0.4107238645795354,2589.6240000000003,904.59,0.3493132593766508,160382797.70670003,42768616.428,0.2666658584308592,25749.522,4877.946000000001,0.18943831268013445,1825429988.852325,234699206.13540003,0.12857201183758293,"Carson City, NV"
16220,1819.143114311431,165.07650765076508,0.09074410163339384,112067655.06164116,8902589.263726372,0.07943941772342461,3032.455445544554,251.46654665466545,0.08292505897296316,182112083.28078306,12503065.406090608,0.06865588038336369,42153.93699369937,2985.133513351335,0.07081505847953216,2492451413.521206,134258319.67331234,0.05386597265045145,"Casper, WY"
16300,6873.1075,351.0731,0.05107923890321809,410036542.837575,12418049.969325,0.030285227466284825,11145.8279,710.7151,0.06376512416812034,744409896.120345,27824093.076825,0.03737738203352259,140550.1952,5913.5919,0.04207459044496582,8224437923.723075,190677398.11825374,0.023184246739616346,"Cedar Rapids, IA"
16540,3411.83,14.7482,0.004322665548986908,183787152.7341075,613897.51205,0.0033402634673716887,5578.5241000000005,38.8635,0.00696662760675355,397143040.05443245,1855653.949575,0.004672507792962112,82370.43400000001,1470.8543,0.017856580675537047,4584871398.577669,87260073.384365,0.01903217468900765,"Chambersburg-Waynesboro, PA"
16580,2869.232,417.3507,0.14545728613092285,192434314.5006645,24307607.713505,0.12631638892771935,4346.4121000000005,656.6239,0.15107262838698612,449163137.7910145,39066961.3228,0.0869772206039245,121013.3799,5814.6174,0.04804937606738145,7834507349.23891,272366146.3479775,0.03476493596938635,"Champaign-Urbana, IL"
16620,3748.899270358993,92.0,0.02454053666563042,221786890.5142784,2802090.0,0.012634155217661994,5418.222871402229,92.0,0.016979737117419555,447968512.3866414,2802090.0,0.006255104817683073,88675.42631865427,877.942694269427,0.009900631220137004,5176213315.781312,21353659.614281427,0.004125343820197303,"Charleston, WV"
16700,18495.0,1925.0,0.10408218437415517,1157984505.125,73053735.1,0.0630869711785255,34265.0,2998.0,0.08749452794396614,2336508043.6495,129027513.35,0.055222370708583546,446753.0,15222.0,0.034072518819123765,34052664734.7135,838954355.32,0.024636966353612986,"Charleston-North Charleston, SC"
16740,70685.7959,17561.8911,0.24845007227258228,3316164838.623874,698127836.4180335,0.21052265806778747,114047.8039,21010.4921,0.18422531062871259,7355706172.486452,1033938934.6075635,0.14056283793321514,1513241.2366,77110.7805,0.050957361347920324,115557879257.72653,3544915061.9144,0.03067653270105662,"Charlotte-Concord-Gastonia, NC-SC"
16820,4923.61574740526,346.05699126087393,0.07028513373393235,341585909.9935376,18510674.90243383,0.054190393575613324,8662.65438650135,311.6365821017898,0.03597472185747131,638319240.0375365,12942088.963591028,0.02027526064047508,123007.96827239275,3823.9023342465753,0.031086622988348238,9519262836.341059,158859959.0872625,0.016688262717234087,"Charlottesville, VA"
16860,16724.844333226676,1515.5853414658534,0.09061880106440763,862913600.3796506,95389118.11428857,0.11054306951741266,22470.778366543345,1511.4689531046895,0.06726375599677088,1226631839.9748693,94921862.01652335,0.07738414976939459,286355.71578141185,7536.269170132987,0.026317858365662094,18285069180.32484,345500878.61569273,0.018895245908473766,"Chattanooga, TN-GA"
16940,2662.0,513.0,0.1927122464312547,138391570.2,29578293.5,0.21372901150882384,3813.0,777.0,0.2037765538945712,218300070.25,38962858.4,0.1784830318899084,51598.0,6297.0,0.12203961393852475,3182723314.682,339030859.075,0.10652225328888636,"Cheyenne, WY"
16980,178790.4083,64703.5181,0.3618959132943599,12661306516.89395,4230727641.19411,0.3341462143380749,255109.6175,79771.5742,0.31269528362645915,20304563489.370033,5407839111.560515,0.26633614233527647,4920044.680600001,918282.0883,0.18664100590810392,391676920488.7625,46544790214.66803,0.11883465116245835,"Chicago-Naperville-Elgin, IL-IN-WI"
17020,3730.0,1362.0,0.3651474530831099,251100056.575,45166137.425,0.1798730674977348,6017.0,1957.0,0.32524513877347516,406846614.84999996,62926514.825,0.15466889124344893,94284.0,17755.0,0.18831402995205973,5339124256.01,744036541.405,0.1393555395470471,"Chico, CA"
17140,45273.93059935006,2560.362087461254,0.056552679512611385,2721474778.0292253,159217049.4356469,0.05850395922131052,69377.48388742126,3302.362087461254,0.04759991141823466,4890466819.074875,202725588.1856469,0.04145321820709057,1152592.9533438056,25208.109729967004,0.02187078244477841,81010606233.22986,1318217923.1089246,0.01627216465105532,"Cincinnati, OH-KY-IN"
17300,8299.870200000001,860.9104,0.10372576669933944,526397370.27495,140836917.59399998,0.2675486724419567,12002.5144,815.9104,0.06797828961571585,911848376.5692999,137048004.59399998,0.15029692229054972,145117.53819999998,7755.9538,0.05344601277145977,8843232864.81524,584253663.69506,0.0660678818059448,"Clarksville, TN-KY"
17420,4142.0,31.0,0.00748430709802028,261871960.6,2486347.25,0.009494514969465578,5366.0,31.0,0.005777115169586284,335327734.7,2486347.25,0.007414678216892508,59866.0,2520.0,0.04209400995556743,3319831174.355,102709390.65,0.030938136687012435,"Cleveland, TN"
17460,31414.0016,1427.0,0.04542560410387195,1852324874.40726,71707107.5,0.0387119497722807,54322.4672,1626.0,0.02993236654759304,3764075186.1163,88615081.0,0.023542324905425526,1055957.68,15177.4464,0.014373157833370748,70720946587.55536,980456032.46116,0.013863728920077678,"Cleveland-Elyria, OH"
17660,3903.1766,375.0,0.09607559135295082,320726869.412825,23726712.30375,0.07397793751171518,6402.7184,588.989,0.09199045830283588,490246979.415265,39078931.9325,0.07971274392982661,89593.5408,3770.466,0.042084127564696046,5915120439.815412,188772458.578235,0.031913544364639494,"Coeur d'Alene, ID"
17780,6551.7298,3031.5094,0.46270366644241034,428786281.82958996,156353285.015385,0.36464152805505,12236.2592,4881.6842,0.398952336674921,739194586.7390001,264922664.73573,0.3583936753439331,134693.38280000002,28351.909,0.2104922187758729,7743060233.370107,1442026582.2715902,0.18623471067123024,"College Station-Bryan, TX"
17820,19590.0,5402.0,0.27575293517100563,1348482360.225,315960825.7,0.23430846039934894,29610.0,7148.0,0.24140493076663289,2456039144.0375,575575834.7875,0.23435124647130293,373030.0,39980.0,0.10717636651207678,29458711105.121,2837096804.7925,0.09630756738366972,"Colorado Springs, CO"
17860,2497.0658000000003,68.3435,0.027369523061827203,124088424.74583602,728302.4811750001,0.005869221747852347,3696.5488,144.5331,0.03909947029510336,250550529.624704,8130703.1291000005,0.03245135079649946,99913.723,2850.7481,0.02853209763787903,6315723299.515947,217911354.1422425,0.034502992580270855,"Columbia, MO"
17900,17681.5652,2342.4416,0.1324793124083834,846981928.4302224,74750825.558345,0.08825551413698582,32134.5619,2586.2302,0.08048126525104424,1911207043.4744802,76900809.274985,0.0402367757787158,418931.67339999997,10596.887,0.02529502463730402,26423494938.606903,423073296.55306,0.016011254284720493,"Columbia, SC"
17980,5519.8428,1500.4938,0.2718363283823952,498619587.0532545,314440196.59544003,0.6306214291614994,7538.3052,1454.8548,0.1929949453359888,642322136.73049,312964384.88993,0.48723898335960014,128772.1268,3985.5704,0.030950567479483458,7757131019.661363,558263890.7845274,0.07196783055095264,"Columbus, GA-AL"
18020,1599.0282,185.9781,0.11630695443645085,144017984.08362752,13216998.62175,0.09177325113838027,1877.0367,185.9781,0.09908069458631256,142942300.77508152,13216998.62175,0.09246387213640023,42980.1141,2650.3477,0.06166451056489866,2529043922.916492,126748291.6282275,0.050117078030839986,"Columbus, IN"
18140,42703.37863179318,4992.1952,0.11690398652164845,2314570328.8697615,211847068.152,0.09152760039719685,70134.61904759475,6529.1952,0.0930951830731291,4911031289.0831785,352501833.652,0.07177755809367023,1160904.003737924,31360.469167926793,0.027013834965639822,83098540891.64584,1719118651.369169,0.020687711636366377,"Columbus, OH"
18580,17290.036399999997,12321.8118,0.7126538958587734,936968568.79859,638230669.72775,0.681165506486636,24511.2618,15910.6466,0.6491157709392178,1442704988.0376601,787277884.99499,0.5456956838180967,206695.4654,110889.5088,0.5364873805306035,11875850721.279465,5302083531.256502,0.4464592605358442,"Corpus Christi, TX"
18700,639.6028,0.0,0.0,47014879.247999996,0.0,0.0,1414.9872,0.0,0.0,108043892.75703,0.0,0.0,48874.2296,2486.0539,0.05086635473022372,3540814060.917188,119834615.02029,0.03384380341882422,"Corvallis, OR"
18880,8461.0424,440.0191,0.052005306107436595,445468899.3226025,20168691.56036,0.04527519562202727,11899.937600000001,499.4986,0.04197489237254488,855604238.523515,25109311.246805,0.029346875712227913,136748.6617,4024.4521999999997,0.0294295545562915,9842961872.201765,217755013.42921,0.022122915465535634,"Crestview-Fort Walton Beach-Destin, FL"
19060,2091.662038716129,22.0752,0.010553903829296368,126163769.14797987,96370.94123999999,0.0007638559143470475,3284.39156880312,22.0752,0.0067212448752097245,261756111.9978322,96370.94123999999,0.0003681707391833437,42894.473562283776,499.6468433556645,0.011648280113058518,2491362357.9532905,19162835.725588255,0.007691709583880424,"Cumberland, MD-WV"
19100,209337.07292948297,125619.75743707371,0.6000836625789157,10840817695.722258,6030440672.64545,0.5562717538387383,329435.0910575357,158428.87416853686,0.4809107422647556,22717091223.930676,8349436367.626372,0.3675398529381656,4367309.498531793,984253.7649477448,0.22536844830407193,334175181633.3856,50261913107.1832,0.15040588251201778,"Dallas-Fort Worth-Arlington, TX"
19140,7266.767599999999,4276.7242,0.5885318528694932,307108534.7298701,160528313.16432002,0.5227087332676029,8397.423999999999,4507.1633,0.5367316572320274,405842423.80581,189196929.811255,0.4661832246048854,71120.6893,19322.04,0.2716795940840242,3714143562.9543924,859466589.85562,0.23140370728479936,"Dalton, GA"
19180,1465.1712000000002,79.06320000000001,0.05396174863387978,100552329.804294,9669762.35118,0.09616646745033511,1714.3704000000002,79.06320000000001,0.04611792177466433,108913353.23876402,9632269.656000001,0.08843974930129798,33303.1212,1928.5416000000002,0.0579087343921386,1985026818.0402904,103235018.50971001,0.05200686336904423,"Danville, IL"
19300,3349.0,169.0,0.05046282472379815,239522044.05,3208190.0,0.013394132522225358,9283.0,110.0,0.011849617580523537,796952569.4,2010195.0,0.002522352116278904,120491.0,2270.0,0.018839581379522123,8601403638.887499,86257061.35,0.010028254104949369,"Daphne-Fairhope-Foley, AL"
