post_url,date,author,claim_text,claim_type,object,axis,quoted_source,candidate_failure_mode,notes
https://marginalrevolution.com/marginalrevolution/2004/03/are_hispanic_im.html,2004-03-08,Tyler Cowen,"Taken along with Alba and Nee’s evidence, this suggests that Mexican-Americans, like other immigrant groups, are becoming more likely with each generation to adopt English as their primary language.",assimilation,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2004/03/mexican_democra.html,2004-03-15,Tyler Cowen,"Nor was there a single democratic movement, but rather a multitude of initiatives from individuals and groups across the society and the country, which gradually converged as more and more Mexicans became convinced of the need to end the PRI’s despotic rule.”",political,Mexican-origin,national average,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/03/mexican_democra.html,2004-03-15,Tyler Cowen,"“It can be argued that Raul Salinas de Gortari [brother of the president, Carlos] did more than any other living Mexican to contribute to his country’s transition to democracy.",fiscal,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/03/beliefs_about_w.html,2004-03-24,Tyler Cowen,"In spite of 20 years of unprecedented immigration, European countries, particularly smaller ones like Portugal and those of Scandinavia, are still highly racially homogenous.",other,all immigrants,unstated,Alesina,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/03/beliefs_about_w.html,2004-03-24,Tyler Cowen,Non-Hispanic whites are 71% of America’s population but only 46% of the poor.,other,unclear,unstated,Alesina,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/04/brad_delong_tri.html,2004-04-06,Tyler Cowen,"Second, we have had a huge immigration reform in the 1960s, another significant set of changes in the Reagan years, and Bush has proposed yet further immigration reform.",other,all immigrants,unstated,Hanson,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/04/brad_delong_tri.html,2004-04-06,Tyler Cowen,"I will refuse to vote for the Presidential candidate he specifies (guess who that might be), if he will write in his blog, with no subsequent irony or repudiation the following: “The classical liberal recipe of increased immigration is superior to strengthening the welfare state.",political,all immigrants,unstated,Hanson,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/04/brad_delong_tri.html,2004-04-06,Tyler Cowen,"…Tyler should become a liberal, for where the rubber meets the road in modern American politics it is simply not the case that immigration and social insurance are substitutes.",political,all immigrants,unstated,Hanson,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2004/04/we_have_a_deal_.html,2004-04-06,Tyler Cowen,"Footnote 1: As Robert Waldmann has pointed out, you can’t be an economist without asking “how much?” How much immigration does an extra unit of social insurance crowd out?",other,all immigrants,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/04/we_have_a_deal_.html,2004-04-06,Tyler Cowen,"Footnote 3: When the share of commodities that can be cheaply traded across national borders is large, trade can effectively substitute for migration.",other,unclear,national average,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/04/we_have_a_deal_.html,2004-04-06,Tyler Cowen,I don’t think expanded immigration is one such (although I fear that totally open borders may be one such).,global-gains,all immigrants,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2004/04/we_have_a_deal_.html,2004-04-06,Tyler Cowen,"To the extent that freer trade avoids (some of) the political problems generated by freer migration, we economists should concentrate our attention on the first rather than the second (and here too marginal rates of transformation matter).",political,unclear,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2004/04/height.html,2004-04-07,Alex Tabarrok,"Native born, English-speaking American men are only five feet nine and a half and this has not changed much in more than a century.",assimilation,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/04/does_free_trade.html,2004-04-21,Tyler Cowen,"In this regard trade and migration are not perfect substitutes, especially once politics enters the equation.",political,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/04/once_gain_a_pic.html,2004-04-22,Tyler Cowen,"Zeri now sifts through this city’s bustling singles scene with a local off-line dating service called CheckMates, which screens its members – some 90% of whom are refugees from the online world – using everything from Google searches to driver’s license verifications.",other,unclear,local,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/05/total_informati.html,2004-05-21,Alex Tabarrok,"According to Seisint’s presentation, dated January 2003 and marked confidential, the 120,000 names with the highest scores were given to the Immigration and Naturalization Service, FBI, Secret Service and Florida state police….",other,all immigrants,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/05/markets_in_ever_2.html,2004-05-26,Tyler Cowen,"The other East Asian countries are not nearly as poor as North Korea and North Korea shares a long 1,416 km land border with China.",other,unclear,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/05/free_market_eco.html,2004-05-30,Alex Tabarrok,"A ten-cent increase in the federal minimum wage casts millions of blacks and Hispanics into permanent unemployment and despair; all of the unemployed women scrape up pennies by offering themselves as prostitutes, while all of the unemployed men swarm to the suburbs to rape soccer-moms and then riot so violently in the cities that the Empire State building, the U.S.",wage,unclear,federal,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/06/immigration_and.html,2004-06-10,Alex Tabarrok,One of the few bright notes since 9/11 is that there has been no backlash against immigrants.,political,all immigrants,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=5
https://marginalrevolution.com/marginalrevolution/2004/06/immigration_and.html,2004-06-10,Alex Tabarrok,"Nor has there been an immigration backlash against Muslims – there were 19 percent more immigrants, for example, from Iran in 2002 than 2000 (see Table 2).",political,all immigrants,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=5
https://marginalrevolution.com/marginalrevolution/2004/06/immigration_and.html,2004-06-10,Alex Tabarrok,"Consider, for example, that there were 25 percent more immigrants to the United States in 2002 than in 2000 (see Table 1).",other,all immigrants,national average,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/06/mexico_fact_of_.html,2004-06-16,Tyler Cowen,"Our trade deficit has reached a record high, and Mexicans are sending billions of dollars home to their poorer relatives.",fiscal,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/07/mexican_update_.html,2004-07-21,Tyler Cowen,"Mexico has continued to lose jobs in such labor-intensive sectors as textiles, furniture, toys and leather goods.",wage,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/08/facts_about_the.html,2004-08-21,Tyler Cowen,"In Mexico the federal judiciary employs 29,800 employees; in the much larger and richer United States the same number is 34,000.",other,Mexican-origin,federal,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/facts_about_the.html,2004-08-21,Tyler Cowen,Mexico employs about 900 federal judges; in the United States it is 1700.,other,Mexican-origin,federal,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/facts_about_the.html,2004-08-21,Tyler Cowen,The Mexican Supreme Court employs 3400 individuals; in the United States the corresponding number is 430.,other,Mexican-origin,national average,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/facts_about_the.html,2004-08-21,Tyler Cowen,"The data are from La Boveda, an excellent Spanish-language blog, from Mexico, for economics and politics.",political,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/facts_about_the.html,2004-08-21,Tyler Cowen,"First, Mexico, which has lower wage rates, chooses a higher labor-to-capital ratio.",wage,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/08/mexicos_lost_ce.html,2004-08-28,Tyler Cowen,Mexican performance would be even better if we take out the disastrous 1980s.,other,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/mexicos_lost_ce.html,2004-08-28,Tyler Cowen,"As late as 1820, Mexican GDP per-capita was in the same ballpark as that of the United States ($1287 U.S., $893 Canada, $760 Mexico, in 1990 dollars as estimated by Angus Maddison).",other,Mexican-origin,national average,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/mexicos_lost_ce.html,2004-08-28,Tyler Cowen,"By 1870, US per-capita had just about doubled but Mexican per-capita GDP had fallen to $710.",other,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2004/08/mexicos_lost_ce.html,2004-08-28,Tyler Cowen,"The superior Mexican performance of the twentieth century represents “catching up,” sometimes called “growth convergence.” This sounds the most intuitive, although it implies that one bad century has kept Mexico captive in poverty for a long, long time.",assimilation,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_economi.html,2004-09-01,Tyler Cowen,I believe the primary two problems with mexico are both political (1) very little real competition in the domestic economy (2) no true rule of law.,political,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_economi.html,2004-09-01,Tyler Cowen,Also the Mexican civil war at the beginning of the 20th century probably had something to do with the low growth in the first half of the century.,other,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_economi.html,2004-09-01,Tyler Cowen,imho Mexico is middle income due to “location location location” and is still chained to an almost feudal social and political system.,political,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,Ads for the American Latino market have indeed gone especially far in a populist direction:,political,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,"At $3bn per year, the budget for advertising to 35m US Hispanics is greater than the $2.5bn spent on 100m Mexicans, notes Enrique Gibert, founder of the Mexican advertising agency Gibert Quattro [emphasis added].",fiscal,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,"Rogelio Ramirez de la O, an economic consultant, estimates that the Mexican market for cars and appliances is 30m, while the market for cell phones could be as high as 70m [TC: that is out of a total population of about 100 million].",other,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,"“Foreign companies came to sell to all Mexicans, not just the top 10m, and that is a reality that has influenced Mexican companies.”",other,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,"And ads made for the 20m Mexicans living abroad, who have more of a sense of pride in their identity, tend to feature average citizens.",other,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/09/mexican_role_mo.html,2004-09-04,Tyler Cowen,"…advertising aimed at the $450bn (Â£251bn) Hispanic market in the US uses Latin faces and often Mexican themes, since two-thirds of the target group are of Mexican descent.",other,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/09/if_mexico_can_d.html,2004-09-10,Tyler Cowen,"Mexico’s Treasury department submitted a tight budget for 2005 to Congress yesterday, calling for the public sector deficit to drop to 0.1 per cent of gross domestic product, down from 0.3 per cent this year…",fiscal,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/09/if_mexico_can_d.html,2004-09-10,Tyler Cowen,"Note that these budgets are based on the assumption of a steep drop in oil prices, which for Mexico is not a “rosy scenario.” Here is the full story.",fiscal,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2004/10/what_is_the_nat.html,2004-10-14,Tyler Cowen,"Compared with 1990, there were actually 700,000 fewer non-Hispanic whites in poverty last year.",other,unclear,unstated,Census Bureau,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/10/what_is_the_nat.html,2004-10-14,Tyler Cowen,"(The poverty rate measures the percentage of a group that is in poverty.) Meanwhile, the number of poor Hispanics is up by 3 million since 1990.",other,unclear,unstated,Census Bureau,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/10/what_is_the_nat.html,2004-10-14,Tyler Cowen,(The Census figures cover both legal and illegal immigrants; estimates of illegal immigrants range upward from 7 million.) About 33 percent of all immigrants (not just Hispanics) lack a high school education.,other,all immigrants,unstated,Census Bureau,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2004/10/what_is_the_nat.html,2004-10-14,Tyler Cowen,The rate among native-born Americans is about 13 percent.,other,unclear,unstated,Census Bureau,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2005/02/recent_immigran.html,2005-02-22,Tyler Cowen,"Immigrants who came to the USA this decade are more educated than those who arrived in the late 1990s, Census Bureau data released today show.",other,all immigrants,unstated,Census Bureau,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2005/04/politically_inc.html,2005-04-26,Alex Tabarrok,"Conditional on test scores, there is no evidence of an important Hispanic-white wage gap.",wage,unclear,unstated,Journal of Law and Economics has several s,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2005/04/my_new_book_on_.html,2005-04-28,Tyler Cowen,"Cowen is a cross between Vasari and de Soto, using the lives of artists in rural Mexico to challenge the development orthodoxy to illustrate how global markets and liberty are the friends, not the enemies, of the rural poor and their cultural expression.",culture,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2005/04/is_nafta_good_f.html,2005-04-30,Tyler Cowen,"The long-run benefits of NAFTA, most of all for Mexico, are likely to dramatically outweigh the costs, but trade can worsen some political problems in the shorter run.",political,Mexican-origin,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2005/05/do_immigrants_d.html,2005-05-16,Tyler Cowen,"By this metric, post-1965 immigrants are doing reasonably well: second generation sons and daughters have higher education and wages than the children of natives.",wage,descendants,unstated,Card,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2005/05/do_immigrants_d.html,2005-05-16,Tyler Cowen,"This paper reviews the recent evidence on U.S. immigration, focusing on two key questions: (1) Does immigration reduce the labor market opportunities of less-skilled natives?",wage,all immigrants,unstated,Card,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2005/05/do_immigrants_d.html,2005-05-16,Tyler Cowen,(2) Have immigrants who arrived after the 1965 Immigration Reform Act successfully assimilated?,assimilation,all immigrants,unstated,Card,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2005/05/do_immigrants_d.html,2005-05-16,Tyler Cowen,"At the aggregate level, the wage gap between dropouts and high school graduates has remained nearly constant since 1980, despite supply pressure from immigration and the rise of other education-related wage gaps.",wage,all immigrants,national average,Card,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=3
https://marginalrevolution.com/marginalrevolution/2005/05/do_immigrants_d.html,2005-05-16,Tyler Cowen,"On the question of assimilation, the success of the U.S.-born children of immigrants is a key yardstick.",assimilation,descendants,unstated,Card,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=1
https://marginalrevolution.com/marginalrevolution/2005/06/acting_white.html,2005-06-05,Tyler Cowen,"Hispanic students, and has 3 fewer friends than a typical white student",other,unclear,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2005/06/acting_white.html,2005-06-05,Tyler Cowen,Blacks and a .171 standard deviation decrease for Hispanics.,other,unclear,unstated,,none-apparent,quoted-block; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=2
https://marginalrevolution.com/marginalrevolution/2005/06/what_are_the_ga.html,2005-06-16,Tyler Cowen,"First, it costs about $1500 to cross the border illegally.",other,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2005/06/what_are_the_ga.html,2005-06-16,Tyler Cowen,"(N.B.: That’s not $1500 a year, that is $1500 for the entire crossing, which may keep you in the U.S. for years.) After all, life in Mexico is more fun and keeps you closer to your family.",other,Mexican-origin,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2005/06/what_are_the_ga.html,2005-06-16,Tyler Cowen,"Still, if we are considering marginal shifts in border policy, the $1500 figure still seems relevant.",other,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
https://marginalrevolution.com/marginalrevolution/2005/07/acting_white_pu.html,2005-07-01,Fabio Rojas,"In other words, why is the ""Acting white"" penalty only relevant for high achieving black students while it kicks in at a meager 2.0 GPA for Hispanics?",other,unclear,unstated,,none-apparent,author-voice; auto-extracted; failure-mode=keyword-flag (not adjudicated); score=4
