area,persons,group_persons_acs,other_renter_rent,group_renter_rent,other_renter_gross_rent,group_renter_gross_rent,other_renter_households,group_renter_households,other_owner_value,group_owner_value,other_owner_households,title,group_share,saiz_elasticity,saiz_source
11500,116631.0,4776.0,104718600.0,727200.0,143821884.0,1236240.0,11331.0,101.0,6113950800.0,167282000.0,29686.0,"Anniston-Oxford-Jacksonville, AL",0.042473276739354596,,none
11540,248724.2118,10326.569,367983464.988,6791044.4399999995,421988861.6556,8569170.4368,27813.9418,1022.9118,23077056867.27,322838898.5,71222.8157,"Appleton, WI",0.04306291618118378,2.2756798,causal_lane_code
11700,485466.8338,22490.199800000002,690812248.164,24875899.92,782925714.4212,32526623.604000002,43897.4022,2216.763,60492388041.22,814001678.0,140133.7748,"Asheville, NC",0.0480506422798341,1.5458176,causal_lane_code
12020,222139.20679999999,12072.579099999999,488583988.452,14829145.056,584178097.1568,17519065.056,36535.013,1200.1528,20350297475.989998,437391736.6,48742.0786,"Athens-Clarke County, GA",0.056368994930722366,,none
12060,6388947.950771657,382462.7556870087,13909609297.67612,792806340.8406925,15857213868.707579,938029962.373635,717474.6866620862,45602.08234415441,741168031008.2764,16225650823.704119,1542151.8784052706,"Atlanta-Sandy Springs-Roswell, GA",0.06209051303815398,2.5536988,causal_lane_code
12100,278031.767,14374.584,417512413.8,42855306.0,506714268.912,49906020.12,26727.251,2946.147,33515362865.4,329119340.0,79196.591,"Atlantic City-Hammonton, NJ",0.05362487758493594,,none
12220,187097.5139,6392.1751,323835762.1464,1907400.0,387075771.144,2412300.0,24102.1954,187.0,15108861338.75,259785651.6,45178.637,"Auburn-Opelika, AL",0.035436114379459045,5.2154036,causal_lane_code
12260,633121.518539788,19843.310871514303,963739707.7207226,20603214.789061815,1188826921.138072,26007081.519403882,74274.23855543109,2013.4204774954992,54060308554.606346,885761285.7786558,164340.06099383876,"Augusta-Richmond County, GA-SC",0.03250816909959642,3.568282,causal_lane_code
12420,2546820.508749125,607787.4369563044,7461259132.014799,1647751292.9067092,8259215160.857914,1877221152.4535546,355107.7292270773,89226.33696630337,298088821768.2032,42490903165.073494,495290.6406359364,"Austin-Round Rock, TX",0.2475248631081475,3.002909,causal_lane_code
12540,921655.0,469605.0,869885256.0,726908520.0,1076614056.0,929705124.0,54316.0,52916.0,61205150400.0,32923576500.0,108277.0,"Bakersfield, CA",0.5284814857989163,1.6380138,causal_lane_code
12580,2857102.6392,62096.9729,6459503721.612,162462206.616,7332179268.012,185877745.4544,361468.3033,7870.0608,365662969118.39,4041938472.0,750816.1776,"Baltimore-Columbia-Towson, MD",0.022542913048782188,1.2349458,causal_lane_code
12620,156527.6458,1081.7878,239551491.8352,2086800.0,268568531.3832,2641800.0,18344.6172,185.0,14326079945.96,23575618.0,45843.4162,"Bangor, ME",0.007168304980655638,2.324309,causal_lane_code
12700,233123.84971502848,1013.7587241275872,335176828.10118985,0.0,382612389.450255,0.0,19668.799520047996,0.0,68463173428.95711,167960000.0,88080.35376462355,"Barnstable Town, MA",0.00451038222410856,,none
12940,862204.0,16003.0,1114244040.0,14580240.0,1341305028.0,17902440.0,91414.0,1746.0,62814179400.0,718193000.0,229860.0,"Baton Rouge, LA",0.019251156316631712,1.7378802,causal_lane_code
12980,135087.8971,5585.1687,107573994.78,2980395.12,127280042.8944,3530039.6207999997,10460.329399999999,270.3492,10693764464.84,155666523.2,41391.4183,"Battle Creek, MI",0.042883014109800714,,none
13020,103450.6719,3213.8314,95783040.0,2058670.2,122235694.9176,3832685.1780000003,9694.1527,272.7156,8579535440.92,54684466.5,34534.5529,"Bay City, MI",0.032222202484915245,,none
13140,411064.564,64793.324,382120138.176,68528995.2,470284255.8816,82823951.2704,35728.4112,5803.0144,25010033255.52,2589946432.8,99265.45199999999,"Beaumont-Port Arthur, TX",0.16348792026484793,2.4948409,causal_lane_code
13220,110340.0,583.0,62666280.0,0.0,86902920.0,0.0,7331.0,0.0,6550491400.0,33750000.0,36489.0,"Beckley, WV",0.005480258239157787,,none
13380,234894.0,18929.0,578988000.0,41613480.0,626560560.0,45441972.0,30604.0,2357.0,39634408400.0,1155140000.0,60398.0,"Bellingham, WA",0.0835836237988872,,none
13460,211455.7539,16912.2429,527322023.424,55134798.348000005,593246067.0504,61331984.742,24085.764199999998,2927.9570000000003,41625418039.43,688316204.0,58238.210999999996,"Bend-Redmond, OR",0.08295587506285221,,none
13740,180565.9088004801,9170.27174094819,252292838.88276055,2863356.6586533305,285224565.0671131,3361066.421194639,22137.644831526304,191.5771324664933,18863876503.619087,1520740586.1207042,48632.47285613122,"Billings, MT",0.05267589165081968,3.06213,causal_lane_code
13780,243949.9147,1042.6531,365943885.44879997,2104805.1,428510511.5388,2261250.4392,34048.0423,209.3002,18553801151.1,41564654.4,67163.266,"Binghamton, NY",0.0044330702827485085,2.2594266,causal_lane_code
13820,1192421.6723,48797.0855,1479369320.1360002,66884807.04,1902065864.5128,85594850.832,122658.7897,5434.8962,105619691091.34,1294258952.0,330886.2244,"Birmingham-Hoover, AL",0.042445286707821835,2.144764,causal_lane_code
13900,142595.7095,2176.7405,173714112.996,8368580.82,190687110.882,8968615.944,15217.8265,507.78200000000004,14445116995.9,21574885.0,43489.222,"Bismarck, ND",0.01583308881202484,3.464907,causal_lane_code
13980,183311.0,2742.0,285688824.0,23410320.0,334822164.0,26145480.0,22667.0,1079.0,15081334000.0,47700000.0,46062.0,"Blacksburg-Christiansburg-Radford, VA",0.015514735371327807,,none
14010,187523.0805,9940.615,296179873.236,24301852.8,347035936.362,27260751.3504,24049.7916,1837.9751,14925357157.72,129566303.2,51845.0288,"Bloomington, IL",0.054982435539812295,,none
14020,162269.19738026196,2946.5983401659832,357451180.27397263,13452214.262573743,406471513.93780625,15524443.04209579,27789.663233676634,1115.7079292070794,12781114633.956604,228028578.5421458,38926.397260273974,"Bloomington, IN",0.018834335414258524,,none
14100,82548.0488,1683.1696,77500821.552,4951632.0,97197091.1856,6093095.399999999,8339.4836,417.4044,6308267493.36,0.0,25005.9124,"Bloomsburg-Berwick, PA",0.021148838216428243,,none
14260,841908.0725872602,106645.02521234174,1442474489.2728755,162962130.65727875,1608054204.057897,180551806.41326946,79289.84620441736,10129.54553818473,117001733709.64114,6466128214.615646,211973.87820367794,"Boise City, ID",0.1313836660615351,1.6927996,causal_lane_code
14460,5026831.926192619,44675.46894689469,17261622736.61206,236531520.0,19024434360.71287,257617548.0,733577.8406840684,8919.0,924843704997.1198,4711800349.234923,1194376.495049505,"Boston-Cambridge-Newton, MA-NH",0.009218074287122615,0.8581065,causal_lane_code
14500,332502.08749175083,30956.633042445756,1184897775.500446,121716756.0,1262132140.6830478,132572398.86,47379.34664283572,5964.764999999999,76728693510.50037,1930412630.510349,82784.84674657533,"Boulder, CO",0.096566122114671,1.2232325,causal_lane_code
14540,194704.614,4791.238,355171597.2,4611628.8,425291931.024,5741064.96,30852.504,705.612,11632479790.8,216271360.0,41892.228,"Bowling Green, KY",0.025523307321295888,,none
14740,281664.0,19158.0,661574640.0,74783760.0,747283104.0,82358124.0,30997.0,3840.0,56433152100.0,785927000.0,74919.0,"Bremerton-Silverdale, WA",0.07054792993341302,1.4866295,causal_lane_code
15180,432061.0,363566.0,103802640.0,361029000.0,123480288.0,461349936.0,8009.0,38926.0,5260595400.0,16177041600.0,20402.0,"Brownsville-Harlingen, TX",0.8727777057793429,2.3966222,causal_lane_code
15260,118193.15062250225,4434.723753015302,142445338.2023546,6584449.9843744375,168581429.75848782,9205246.091181278,12081.019998559856,755.476,12602587870.952654,89425011.38793878,33883.402661386135,"Brunswick, GA",0.038917031953052454,,none
15380,1160504.0,14363.0,1834459440.0,26281440.0,2146725888.0,30814800.0,149197.0,1823.0,122418945600.0,780993000.0,346713.0,"Buffalo-Cheektowaga-Niagara Falls, NY",0.012837012594484783,1.82699,causal_lane_code
15500,182535.0,17216.0,323142960.0,24922560.0,383289996.0,34201452.0,23030.0,3025.0,16113671500.0,382317500.0,44374.0,"Burlington, NC",0.09782538197660315,,none
15540,229223.72597259725,906.1691169116912,539885690.9090909,5724026.666666667,584899579.2259226,6289329.696969697,29824.408040804083,356.61616161616166,30987276196.0096,140393864.98649865,69351.18211821181,"Burlington-South Burlington, VT",0.0041002953234084705,1.5618443,causal_lane_code
15680,117863.475,3529.544,173879088.0,0.0,199611110.964,0.0,9781.771,0.0,15450448767.0,246311675.0,32322.578,"California-Lexington Park, MD",0.031060240018965023,,none
15940,400766.0,2609.0,403100424.0,6388200.0,512186964.0,7575036.0,44115.0,746.0,30034707800.0,67000000.0,119004.0,"Canton-Massillon, OH",0.0067522522411157275,3.0307305,causal_lane_code
15980,861224.0,43930.0,1506065904.0,87427440.0,1675468032.0,97526196.0,71042.0,4750.0,129557911200.0,2626302400.0,251198.0,"Cape Coral-Fort Myers, FL",0.0529066822310568,,none
16020,98040.89916040396,2189.1209318668134,79935384.116026,8502544.000807919,104218792.97534063,9173487.079528049,8934.073490190982,808.4690929507049,5821339279.189557,14093683.224657536,27905.169224877514,"Cape Girardeau, MO-IL",0.023159432676009867,,none
16060,119205.85658565856,3537.815781578158,129074186.73867387,2857410.801080108,161376967.23072308,4042949.792979298,15161.300130013002,374.0629062906291,6807543230.1730175,26602118.211821184,34169.33693369337,"Carbondale-Marion, IL",0.030782442054546458,,none
16180,60278.868,10947.078000000001,86960312.64,23338052.64,100087933.392,28158274.512000002,5284.584000000001,1503.432,9539115949.800001,580527865.8000001,15615.036000000002,"Carson City, NV",0.18836429007408464,,none
16220,81124.64866486649,7112.596459645964,125123040.5040504,6900198.01980198,152973124.5220522,8202354.527452745,11076.633663366336,788.5154515451545,7627352112.331233,463209082.50825083,22520.837683768375,"Casper, WY",0.09093703476636007,4.538107395172119,ca_tx_lane_title
16300,277876.9468,10509.886,331641150.156,14911461.108,383018350.6752,17523146.532,28698.0754,1188.8944,23826927568.8,458737648.0,81608.92569999999,"Cedar Rapids, IA",0.03922933402806217,3.9480708,causal_lane_code
16540,162227.2335,2964.0788000000002,194099201.688,1327888.068,247161447.0252,1857550.9368,16659.531,121.97160000000001,13972275776.2,162291920.5,45078.6959,"Chambersburg-Waynesboro, PA",0.018950969453340776,,none
16580,241350.7417,11197.931700000001,526715574.564,22972626.72,604618827.9108,27900036.8088,41633.2176,2082.9819,14403598288.560001,208895123.60000002,55749.996100000004,"Champaign-Urbana, IL",0.048123214019299476,3.629078,causal_lane_code
16620,202405.42312440422,1691.9187174691872,163368918.78102198,3210973.501350135,235256314.37438074,4020344.104410441,19354.955516529557,397.15951595159515,13481456767.807514,15672207.779222079,64758.40234250402,"Charleston, WV",0.008670073894976697,1.5718449,causal_lane_code
16700,870446.0,30837.0,1970524080.0,64320600.0,2177996844.0,70995204.0,99599.0,3305.0,137307013200.0,1439651000.0,242286.0,"Charleston-North Charleston, SC",0.03674478710036632,1.1964433,causal_lane_code
16740,2852359.6614,153356.2496,6203654683.848,312501972.864,7025927220.7236,362921392.488,351371.453,19642.7777,340880153941.52,6327411686.4,715318.0126,"Charlotte-Concord-Gastonia, NC-SC",0.05576512007920804,3.0920334,causal_lane_code
16820,244992.27030770923,6556.934619938006,459997801.58750606,10856879.772490751,523235436.2568168,13282184.785777263,26699.931911468855,895.7653744825518,38145259453.889175,342322207.310269,68725.2983411059,"Charlottesville, VA",0.027759645744054956,3.4359303,causal_lane_code
16860,587997.5208607139,15300.732348035197,937601532.8185239,33788418.56723967,1098244795.352406,39662237.890141144,71094.41694217578,2411.3781807119285,60574729452.31549,353743278.9058734,157096.38951437856,"Chattanooga, TN-GA",0.0269899557013653,2.1130126,causal_lane_code
16940,101557.0,12467.0,153534840.0,37439760.0,174349848.0,43466160.0,10807.0,2960.0,12644409000.0,715870000.0,28361.0,"Cheyenne, WY",0.1273261316238042,,none
16980,9574758.6927,1780257.0821,18957650482.344,2740067047.824,21045860784.1272,3178156412.2704,1052072.0357,177437.781,890199269205.64,98008094742.5,2160507.369,"Chicago-Naperville-Elgin, IL-IN-WI",0.19285030637798983,0.81137383,causal_lane_code
17020,208379.0,37949.0,492202560.0,84195120.0,594397932.0,108209028.0,32077.0,6631.0,27576584700.0,3160349000.0,39465.0,"Chico, CA",0.18889124766064597,1.7394891,causal_lane_code
17140,2285771.462992401,55042.52025751425,3710132665.9595923,70594742.532,4391882322.270087,84998935.2696,274542.4665769423,5360.0866000000005,200928273001.78568,2567564298.9376764,616490.7827165884,"Cincinnati, OH-KY-IN",0.024976463951308175,2.4609513,causal_lane_code
17300,333401.5362,19424.3584,672519763.872,43397095.68,778436059.5,48095901.384,49978.3946,2714.8342000000002,22400053199.86,1092234014.8,70974.7428,"Clarksville, TN-KY",0.06042887855098814,,none
17420,131405.0,6269.0,168797640.0,5366400.0,213027228.0,6671952.0,15673.0,710.0,11967583300.0,49170000.0,32275.0,"Cleveland, TN",0.04948252215636813,,none
17460,2074564.504,30983.7376,3330048684.864,52970634.24,3908871295.968,59628246.912,268433.64,4442.296,168274004464.0,1503015680.0,604190.7936,"Cleveland-Elyria, OH",0.01549074524295825,1.0249237,causal_lane_code
17660,189146.9518,7480.961,408434799.72,10797941.76,468412106.8944,11568587.5032,23543.5518,476.691,32173322832.84,625861040.0,50871.0928,"Coeur d'Alene, ID",0.041022629285296895,,none
17780,287201.9232,64443.124599999996,630929031.1968,108878592.12,723950511.8856,128909572.4544,42628.2788,8928.2322,17891071957.5,2536039371.8,44760.008799999996,"College Station-Bryan, TX",0.23273124581216761,,none
17820,777631.0,91086.0,1889117064.0,237072000.0,2087451756.0,263053392.0,98396.0,12259.0,118885081600.0,6755215000.0,191741.0,"Colorado Springs, CO",0.1214908341489157,1.6681645,causal_lane_code
17860,187588.0579,4907.8448,442438526.01600003,10060916.76,525776463.4392,11939415.6756,33515.0124,838.3598,13461387565.8,177775337.0,41394.4312,"Columbia, MO",0.027136328126705214,7.8417006,causal_lane_code
17900,872148.3654,25012.584300000002,1413580587.252,43725508.2,1684014700.7856,53731448.9352,101259.379,3228.7835,82772167400.97,421901244.4,240024.617,"Columbia, SC",0.02974634719925879,2.640273,causal_lane_code
17980,314683.6609,11133.1403,566432053.3416,10799845.44,705349820.1288,12638663.066399999,48502.676,803.79,19677679965.29,358921218.4,70347.1284,"Columbus, GA-AL",0.03669517275998215,3.8502142,causal_lane_code
18020,84435.3356,6640.249,90362425.692,2648021.376,109313525.0592,3030867.84,7196.9051,265.8656,6500619646.29,267881960.5,24078.7316,"Columbus, IN",0.08156908295450693,,none
18140,2224549.6064179917,62251.924091449146,4602535043.00012,140811450.456,5426372466.628344,180757732.968,317926.7410379138,9685.5409,196059266862.27826,2379839060.6734176,533824.9193291028,"Columbus, OH",0.02902526095375049,2.7131891,causal_lane_code
18580,447664.2072,243025.5516,493487818.008,425110911.84,573275454.1848,521957451.4176,30470.6362,33951.2244,19003265882.0,11757367841.8,53708.032999999996,"Corpus Christi, TX",0.5630734034766393,1.6543641,causal_lane_code
18700,97692.1813,6524.6632,214302812.928,15566038.356,237356331.09,17137102.932,12633.9419,678.0147,12949452244.119999,195722030.0,24247.7352,"Corvallis, OR",0.06927295921059042,2.811249017715454,ca_tx_lane_title
18880,305070.4562,9504.6026,624105298.56,17161347.0,704197499.7348,18599345.1456,31818.0449,838.3329,42946629767.2,408746775.0,85184.3571,"Crestview-Fort Walton Beach-Destin, FL",0.03231463539748628,,none
19060,96315.27282367763,846.6184788721127,65679029.15435816,399164.08359164087,83804272.07637252,467021.97780221986,7940.18265709429,33.26367363263674,8751039590.95804,32347663.15428457,30486.127200959905,"Cumberland, MD-WV",0.009117127594697825,,none
19100,8414867.745050605,1966861.6459052805,19223853715.46,3413752675.2181387,21784798768.734066,3976619173.3828015,980304.0231481849,199352.53203542353,759219739759.8424,99223475314.91891,1508533.1864322333,"Dallas-Fort Worth-Arlington, TX",0.2424331282674019,2.17532,causal_lane_code
19140,147306.794,33480.2227,120307113.948,33570125.004,150007581.59280002,44084577.2844,11105.5738,3505.9953,11779967279.51,1250583169.46,32313.494100000004,"Dalton, GA",0.23573876775022906,,none
19180,72421.89120000001,3774.5172000000007,51167140.992000006,4325857.920000001,70640202.9888,5739207.696,6383.102400000001,424.33920000000006,4385050636.320001,155198059.20000002,22470.462000000003,"Danville, IL",0.05405762928115678,,none
19300,261540.0,7813.0,298591680.0,4767840.0,361439220.0,5505720.0,18711.0,473.0,32386036000.0,445075000.0,81474.0,"Daphne-Fairhope-Foley, AL",0.030984547169359063,,none
19340,382350.7488,32753.8052,543985602.8544,28887734.112,641892016.1616,33027599.529600002,44139.4764,2589.3392,24564609750.4,1501757542.0,109723.4388,"Davenport-Moline-Rock Island, IA-IL",0.0888516025486098,4.1087456,causal_lane_code
19380,822087.0,13910.0,1259948640.0,22422000.0,1544227608.0,25065996.0,111944.0,1605.0,59901641200.0,581718000.0,227873.0,"Dayton, OH",0.01754990613251922,3.705984,causal_lane_code
19460,159631.0,9845.0,124057680.0,4323600.0,159346140.0,6090840.0,13675.0,521.0,12960848100.0,563361000.0,44125.0,"Decatur, AL",0.06396817119709451,3.8511612,causal_lane_code
19500,100668.55459999999,1822.4746,89311531.776,4644439.776,117072709.5,5793679.1496,11201.5512,331.496,6611909219.599999,48259037.0,31907.996799999997,"Decatur, IL",0.01877729804437141,4.9873834,causal_lane_code
19660,738966.0,22810.0,1181095680.0,25899480.0,1334225148.0,30399492.0,66237.0,1848.0,102169393900.0,1203172000.0,232474.0,"Deltona-Daytona Beach-Ormond Beach, FL",0.03201594144098583,,none
19740,3043991.6689563245,541538.2860082692,8742152816.216805,1538137971.3523064,9399375787.534603,1688089122.8389158,375719.57184575545,74568.23376744325,518890729995.1615,46549825336.00508,713751.4317333166,"Denver-Aurora-Lakewood, CO",0.18452327544798142,1.5290611,causal_lane_code
19780,714163.6723961604,51414.69209779022,1146398938.219666,51812359.24732327,1303004969.3947973,59045036.55269433,85382.25566043395,4607.438892910709,59943459022.147385,1851491452.137586,188828.6139888011,"Des Moines-West Des Moines, IA",0.07467150985683668,3.6620333,causal_lane_code
19820,4401260.4561,152252.7734,6411408798.012,179514487.66799998,7646963864.8452,219926284.0812,470050.8239,12884.632,393682882147.89,7672052750.0,1234914.7695,"Detroit-Warren-Dearborn, MI",0.035880095563171385,1.2411451,causal_lane_code
20020,154780.0,4418.0,141370200.0,12195600.0,190931424.0,15360144.0,17010.0,1439.0,10867989900.0,114851000.0,43441.0,"Dothan, AL",0.029605767058651557,4.2563744,causal_lane_code
20100,192925.0,4953.0,235818600.0,12242400.0,279717672.0,13153608.0,15946.0,604.0,19863984800.0,142247500.0,55000.0,"Dover, DE",0.02662841198583639,2.181916,causal_lane_code
20220,99365.23807619239,2335.2723727627235,81774465.00149985,5231516.544345565,96935866.06459354,6805164.742725727,8146.549245075493,469.7132286771323,8027742373.892611,18668252.174782522,32835.61343865613,"Dubuque, IA",0.024376340774095208,,none
20260,283542.9088,3537.9673,399784298.52,179701.38,451938173.748,202386.672,32627.7114,55.7157,27159590994.05,116121179.0,90741.5262,"Duluth, MN-WI",0.01294197250219428,2.0149717,causal_lane_code
20500,620017.3626999999,41152.271,1629705271.068,65192601.480000004,1823672005.608,75155914.5936,93192.8296,4899.4004,74155369477.81,1668594689.04,151700.7672,"Durham-Chapel Hill, NC",0.06884230513565881,,none
20700,166536.0,530.0,158333520.0,0.0,206913960.0,0.0,11068.0,0.0,15699804900.0,0.0,49278.0,"East Stroudsburg, PA",0.003300906241995562,,none
20740,173990.4625,1986.135,332097825.3,2732768.7,390220104.69,3284860.2,26995.25,236.7425,15147450648.5,19306612.5,47565.1425,"Eau Claire, WI",0.0118399200737969,,none
20940,182007.0,151815.0,27875520.0,178638000.0,37642704.0,221662152.0,2428.0,16724.0,5786519000.0,9900783000.0,8083.0,"El Centro, CA",0.8651512530756411,,none
21060,158812.18163632727,4310.838367673535,234805639.69593918,4116130.0100020003,277620563.16703343,4803546.896579316,20782.241848369675,346.25345069013804,12431668690.038008,223873205.38107622,43715.4850970194,"Elizabethtown-Fort Knox, KY",0.028154211985999017,,none
21140,207698.0,31778.0,173633520.0,32622120.0,212384136.0,45029772.0,16758.0,3040.0,15212510900.0,623440700.0,47997.0,"Elkhart-Goshen, IN",0.15869370316769402,4.0081205,causal_lane_code
21300,79739.3622,409.7518,108023649.12,1321237.68,129241046.0016,1567362.7680000002,10148.9272,155.9272,6154874435.84,21408016.0,24570.381800000003,"Elmira, NY",0.005329832503172563,,none
21340,878872.9052715815,678900.0824247274,446264736.6289887,762087536.4529359,514191076.11003304,913696243.5382615,30196.820046013803,75167.14844453336,14338199080.684206,33478819645.723717,45287.66830049015,"El Paso, TX",0.8012079207731186,2.3477886,causal_lane_code
21500,268499.0,2705.0,326776680.0,15363600.0,408850368.0,17843880.0,35200.0,977.0,18930468100.0,59235000.0,73104.0,"Erie, PA",0.01044936851094988,1.6713277,causal_lane_code
21660,381919.0,28835.0,887010360.0,71320320.0,991733832.0,80170188.0,55022.0,4852.0,47312436600.0,1547946000.0,94974.0,"Eugene, OR",0.0783094438699064,1.2243577,causal_lane_code
21780,315533.242,7399.9178999999995,339450702.636,11214094.5,437471674.4388,14262162.5076,35258.4797,1312.5567,25203832596.73,287219079.0,96547.2978,"Evansville, IN-KY",0.024324685294779106,3.9929748,causal_lane_code
21820,95004.6399,3983.3457,177667409.4,6941950.68,197867459.7324,7989315.8196,10980.7036,521.273,9446521429.99,135867757.5,25058.5888,"Fairbanks, AK",0.04348791950975911,,none
22020,266858.8808,8451.1168,663094540.608,15057036.672,714929619.2736,21328094.112,50268.7408,2503.0656,22271219494.48,193367947.2,64124.7464,"Fargo, ND-MN",0.032847165012916194,5.97526,causal_lane_code
22140,120756.04920000001,14584.1736,79329859.5912,6193832.04,106180430.7384,8578038.2748,8277.93,821.4687,8058565937.93,933813706.74,28880.2094,"Farmington, NM",0.12526749074081353,,none
22180,391226.4642,15835.9708,695320854.744,28117193.568,841483690.38,32995775.9352,53683.1146,1963.1465,26110625877.31,529289191.5,90448.2523,"Fayetteville, NC",0.04198381659894137,2.7050788,causal_lane_code
22220,628246.5172517252,75389.92429242925,1035115709.9669967,114003580.12601261,1231007347.4671466,135228548.49564958,75293.25872587258,9401.23402340234,53015958658.39584,3002127891.889189,138337.05480548055,"Fayetteville-Springdale-Rogers, AR-MO",0.12446540769183138,2.064204,causal_lane_code
22380,145023.0,17941.0,347214240.0,45258720.0,391403016.0,49718076.0,18428.0,2193.0,16453062200.0,1665528500.0,32829.0,"Flagstaff, AZ",0.12831434455500698,3.1154153,causal_lane_code
22420,402123.4353,8219.0018,455005257.13199997,12776016.732,584582194.9607999,18211850.7588,44366.2551,1351.3667,29935304780.57,359874509.0,119297.4309,"Flint, MI",0.021199476669186954,2.750336,causal_lane_code
22500,200578.5899589959,4775.2493249324925,206015819.1659166,8775543.95439544,285035917.1713171,13010711.02430243,22645.422542254226,703.4579457945795,12900422505.420542,1127398253.3253324,52312.09340934093,"Florence, SC",0.02469317455541274,2.937962,causal_lane_code
22520,155134.7676,7403.112,120172293.36,5212813.104,159438983.0832,9051081.004800001,15539.115600000001,730.4184,10833322263.48,269914330.8,45357.6636,"Florence-Muscle Shoals, AL",0.04949605993184147,,none
22540,104807.78820000001,5194.4310000000005,100930335.01200001,5198155.5600000005,120589842.3444,6027689.563200001,10164.0582,387.08820000000003,9693521432.73,210015301.5,32186.1843,"Fond du Lac, WI",0.05140553391635285,,none
22660,374224.0,36051.0,1028202600.0,107565120.0,1121220828.0,115482108.0,50660.0,5693.0,65332334700.0,2741407000.0,96520.0,"Fort Collins, CO",0.09991970148253852,1.7872449,causal_lane_code
22900,281595.9128,21493.0219,247045740.5616,13729770.935999999,325908344.6328,18490623.8664,29733.715599999996,1707.896,17537630999.86,525436592.9,73421.3164,"Fort Smith, AR-OK",0.07916561368890995,3.3567379,causal_lane_code
23060,462724.5815418458,27601.805819418056,526919301.76822317,22098429.13708629,632069440.0279973,26095554.21057894,48811.66573342666,2018.982201779822,36692675034.45656,918523355.0244975,127518.61613838616,"Fort Wayne, IN",0.06187003667228933,5.3610816,causal_lane_code
23420,1024587.0,524838.0,1163376000.0,960491040.0,1428678936.0,1249504980.0,67769.0,69469.0,70530961100.0,33783705700.0,113793.0,"Fresno, CA",0.5313025241066948,1.8360769,causal_lane_code
23460,103643.685,2650.9005,55596512.16,1848641.832,80321347.548,2931001.8479999998,7197.948,361.66949999999997,7226597218.5,31205070.0,31355.6985,"Gadsden, AL",0.02652870374599873,3.406384,causal_lane_code
23540,309731.434,3247.7796,887267243.0784,8331301.968,1009528874.2224,9525858.48,56468.0812,617.0836,30626696201.08,114403568.0,74732.97320000001,"Gainesville, FL",0.01087593779262021,2.4784896,causal_lane_code
